p,d,q,P,D,Q,s,n_params,aic,bic,hqic,llf,converged,runtime_sec,error
0,0,0,0,0,0,12,1,153.13758396102355,159.97865395956813,155.89836203675566,-74.56879198051178,True,0.03150409999943804,
0,0,0,0,0,1,12,2,90.8918474395699,100.98977548463546,94.97231713269551,-42.44592371978495,False,0.12610809999932826,
0,0,0,0,0,2,12,3,80.13618066389367,93.36925145349849,85.49030504802874,-36.068090331946834,True,0.12988380000024335,
0,0,0,0,1,0,12,1,72.52348704592002,79.25543907596372,75.24380017467043,-34.26174352296001,True,0.022598600000492297,
0,0,0,0,1,1,12,2,4.826301464133978,14.751104556337593,8.84189475223528,0.5868492679330108,True,0.09998640000048908,
0,0,0,0,1,2,12,3,11.93899832894791,24.927094617589855,17.2002869088605,-1.9694991644739552,True,0.3278938000003109,
0,0,0,1,0,0,12,2,40.50549801746579,50.61741210184878,44.591178306833456,-17.252749008732895,True,0.04520139999840467,
0,0,0,1,0,1,12,3,2.816065856121421,16.279969916208827,8.256692113622226,2.5919670719392895,True,0.12994200000139244,
0,0,0,1,0,2,12,4,9.9200775765025,26.461416063508526,16.61273305667134,0.03996121174875,True,0.20666280000114057,
0,0,0,1,1,0,12,2,34.09721154878442,44.036829485909784,38.11838404234837,-14.048605774392211,True,0.06124220000128844,
0,0,0,1,1,1,12,3,7.14128031785393,20.37435110745875,12.495404701988999,0.42935984107303504,True,0.15274560000034398,
0,0,0,1,1,2,12,4,13.178863127141192,29.41398348794362,19.75547385203193,-1.5894315635705958,True,0.58455419999882,
0,0,0,2,0,0,12,3,25.59285546863967,38.845679384806814,30.95441879339159,-8.796427734319835,True,0.19499290000021574,
0,0,0,2,0,1,12,4,8.271791780357399,24.83782167556633,14.9737459362973,0.8641041098213007,True,0.188969900000302,
0,0,0,2,0,2,12,5,10.5887625700099,30.438368754417127,18.619949146212505,0.7056187149950501,True,0.32643349999852944,
0,0,0,2,1,0,12,3,10.532314926824299,23.541408639010818,15.801603061104695,-1.2661574634121493,True,0.2554211000006035,
0,0,0,2,1,1,12,4,10.56144668331026,26.822813823543406,17.148056851160753,-0.28072334165513,True,0.35234910000144737,
0,0,0,2,1,2,12,5,9.673356814249514,29.155501247212435,17.565289684118405,1.163321592875243,True,0.6396952000013698,
0,0,1,0,0,0,12,2,145.3052273334614,155.55352854007467,149.44148377452944,-69.6526136667307,True,0.04026990000056685,
0,0,1,0,0,1,12,3,83.37677870863712,96.82194737147482,88.81041888240266,-37.68838935431856,True,0.08449539999855915,
0,0,1,0,0,2,12,4,75.67388758481582,92.1904121251112,82.35718952260508,-32.83694379240791,True,0.1590832000001683,
0,0,1,0,1,0,12,2,68.53747759711436,78.62135409424263,72.61270772743852,-31.26873879855718,True,0.04649980000067444,
0,0,1,0,1,1,12,3,5.9697231347392865,19.18294276697559,11.316364684970699,1.0151384326303567,True,0.17255929999919317,
0,0,1,0,1,2,12,4,13.262334488778697,29.471069564076913,19.82888291465993,-1.6311672443893483,True,0.4855702000004385,
0,0,1,1,0,0,12,3,36.06082252387861,49.54337463638926,41.508396243035506,-14.030411261939307,True,0.09534519999942859,
0,0,1,1,0,1,12,4,3.5700587321364203,20.376519560683548,10.362108949343344,3.21497063393179,True,0.16265389999898616,
0,0,1,1,0,2,12,5,11.271690857754068,31.09152030610852,19.29165318310119,0.3641545711229659,True,0.333160999998654,
0,0,1,1,1,0,12,3,33.85406901142224,47.106892927589385,39.21563233617416,-12.92703450571112,True,0.13628590000007534,
0,0,1,1,1,1,12,4,8.280620949353386,24.797145489648763,14.963922887142653,0.859689525323307,True,0.22423490000073798,
0,0,1,1,1,2,12,5,14.20607860554447,33.65656069590233,22.085936716601946,-1.1030393027722347,True,0.8685721000001649,
0,0,1,2,0,0,12,4,24.986466523870646,41.55249641907958,31.688420679810548,-7.493233261935324,True,0.1601171999991493,
0,0,1,2,0,1,12,5,8.703131883475423,28.582367757726146,16.745476870603305,1.6484340582622883,True,0.4634812000003876,
0,0,1,2,0,2,12,6,12.015039782476416,35.138174138889944,21.371662495381386,0.992480108761792,True,0.5611416000010649,
0,0,1,2,1,0,12,4,9.901762748221962,26.16312988845511,16.488372916072457,0.04911862588901883,True,0.3992082000004302,
0,0,1,2,1,1,12,5,10.16844995482541,29.682090523105188,18.072382156246007,0.9157750225872947,True,0.5066580000002432,
0,0,1,2,1,2,12,6,10.062328331639929,32.75455743705743,19.255496127873652,1.9688358341800356,True,0.7685775000009016,
0,0,2,0,0,0,12,3,140.969590195021,154.61617440244115,146.4780166554351,-66.4847950975105,True,0.035611000001154025,
0,0,2,0,0,1,12,4,79.81358291323711,96.59651428659717,86.59685174452704,-34.906791456618556,True,0.0968641999988904,
0,0,2,0,0,2,12,5,69.10013499131674,88.89003919060495,77.10880649701424,-28.550067495658368,True,0.28142429999934393,
0,0,2,0,1,0,12,3,64.90577088971348,78.33211598840153,70.33238595474543,-28.45288544485674,True,0.06819800000084797,
0,0,2,0,1,1,12,4,4.304345355631002,20.795932188371182,10.978238277045593,2.847827322184499,True,0.3280522999993991,
0,0,2,0,1,2,12,5,8.032941164563269,27.451592941542962,15.900648200214466,1.9835294177183656,True,0.6643603000011353,
0,0,2,1,0,0,12,4,33.19600936204066,50.049199502678974,40.005476510986774,-11.598004681020331,True,0.07109510000009323,
0,0,2,1,0,1,12,5,-1.180809968020899,18.958707680011177,6.959112629527024,6.5904049840104495,True,0.19802770000023884,
0,0,2,1,0,2,12,6,9.846692380204571,32.93491394604083,19.190142470185002,2.0766538098977145,True,0.5677365999999893,
0,0,2,1,1,0,12,4,32.02034483046372,48.586374725672655,38.72229898640362,-11.01017241523186,True,0.1541589999997086,
0,0,2,1,1,1,12,5,6.237396032755232,26.027300232043448,14.246067538452742,2.881301983622384,True,0.3697078999994119,
0,0,2,1,1,2,12,6,8.898361565315588,31.553455305125233,18.077353106908653,2.550819217342206,True,1.0393885000012233,
0,0,2,2,0,0,12,5,22.596034322829077,42.4752701970798,30.63837930995696,-5.298017161414539,True,0.28381760000047507,
0,0,2,2,0,1,12,6,6.386384944265361,29.578826797557866,15.769120762581222,3.8068075278673197,True,0.329561399999875,
0,0,2,2,0,2,12,7,7.780775394933174,34.16731432731746,18.459004069196524,4.109612302533413,True,0.5564964000004693,
0,0,2,2,1,0,12,5,5.523556974186455,25.037197542466235,13.42748917560705,3.2382215129067724,True,0.5031136999987211,
0,0,2,2,1,1,12,6,6.6221562030168,29.38807019934321,15.843410438007492,3.6889218984916,True,0.561659699998927,
0,0,2,2,1,2,12,7,5.037822298367757,30.92935800100735,15.528098345902688,5.481088850816121,True,0.9932310000003781,
0,0,3,0,0,0,12,4,141.8806075558779,158.9164664131785,148.75786933831515,-65.94030377793895,True,0.05803559999912977,
0,0,3,0,0,1,12,5,79.8486166311771,99.95976543203349,87.97794241449583,-33.92430831558855,True,0.16191950000029465,
0,0,3,0,0,2,12,6,69.02604315490939,92.07917692798082,78.35624209421593,-27.513021577454694,True,0.4534142000011343,
0,0,3,0,1,0,12,4,63.61564510049455,80.37493576787489,70.39008325326016,-26.807822550247273,True,0.0970978000004834,
0,0,3,0,1,1,12,5,4.3440984432972245,24.103927391644177,12.341411819845693,3.8279507783513878,True,0.30768689999968046,
0,0,3,0,1,2,12,6,9.173224899390709,31.79098521737282,18.337950094803183,2.4133875503046456,True,0.9195777999993879,
0,0,3,1,0,0,12,5,32.3969722040557,52.62080037282168,40.56833278279103,-10.19848610202785,True,0.10407060000034107,
0,0,3,1,0,1,12,6,-0.8604733655615462,22.602533568770923,8.623740048310307,7.430236682780773,True,0.1878857000010612,
