date,UK_CPI_lag1,UK_CPI_lag3,UK_CPI_lag6,UK_CPI_lag12,UK_POLICY_RATE_lag1,UK_POLICY_RATE_lag3,UK_POLICY_RATE_lag6,UK_POLICY_RATE_lag12,UK_UNEMPLOYMENT_lag1,UK_UNEMPLOYMENT_lag3,UK_UNEMPLOYMENT_lag6,UK_UNEMPLOYMENT_lag12,UK_GDP_lag1,UK_GDP_lag3,UK_GDP_lag6,UK_GDP_lag12,UK_M2_lag1,UK_M2_lag3,UK_M2_lag6,UK_M2_lag12
2010-01-01,0.33802849088236914,0.11318620336835526,-0.11357184639272686,-0.5757068290067638,-0.0017000000000000348,0.01699999999999996,0.0015000000000000013,-0.3265,-0.09999999999999964,-0.10000000000000053,0.0,0.20000000000000018,0.039574,-1.858972,-4.254819,-6.176857,-2.5913709999999996,-0.8886059999999993,-0.15833200000000147,-1.0020060000000015
2010-02-01,-0.11254925217345915,0.2259887967437283,0.3403293131707865,0.6904515346544485,0.005300000000000027,0.0037000000000000366,0.004699999999999982,-0.4287000000000001,0.20000000000000018,0.0,-0.10000000000000053,0.39999999999999947,1.008446,-0.916143,-3.467549,-6.099307,2.207898,-2.7871940000000004,0.04085400000000128,-1.2511770000000002
2010-03-01,0.22497197340155461,0.33802849088236914,0.0,0.11461319306225416,0.012699999999999989,-0.0017000000000000348,0.00820000000000004,-0.3749,0.09999999999999964,-0.09999999999999964,0.10000000000000053,0.20000000000000018,1.490883,0.039574,-2.669014,-6.021478,3.848407999999999,-2.5913709999999996,0.49048799999999915,-1.389106
2010-04-01,0.4484312447328586,-0.11254925217345915,0.11318620336835526,0.2288330518012216,0.0040999999999999925,0.005300000000000027,0.01699999999999996,-0.11249999999999999,0.0,0.20000000000000018,-0.10000000000000053,0.2999999999999998,1.974251,1.008446,-1.858972,-5.94337,0.3785810000000005,2.207898,-0.8886059999999993,-1.9143640000000008
2010-05-01,0.5577259298106215,0.22497197340155461,0.2259887967437283,0.45610113275626674,0.0013000000000000234,0.012699999999999989,0.0037000000000000366,0.003400000000000014,-0.09999999999999964,0.09999999999999964,0.0,0.20000000000000018,2.458555,1.490883,-0.916143,-5.386714,-0.18471599999999988,3.848407999999999,-2.7871940000000004,-1.4075929999999985
2010-06-01,0.22222231367175171,0.4484312447328586,0.33802849088236914,0.22727282510023972,0.0116,0.0040999999999999925,-0.0017000000000000348,0.0025000000000000022,0.0,0.0,-0.09999999999999964,0.10000000000000053,2.616894,1.974251,0.039574,-4.823897,0.35161399999999965,0.3785810000000005,-2.5913709999999996,-0.927365
2010-07-01,0.11092624542857557,0.5577259298106215,-0.11254925217345915,-0.11357184639272686,0.002799999999999969,0.0013000000000000234,0.005300000000000027,0.0015000000000000013,-0.10000000000000053,-0.09999999999999964,0.20000000000000018,0.0,2.775103,2.458555,1.008446,-4.254819,0.43772200000000083,-0.18471599999999988,2.207898,-0.15833200000000147
2010-08-01,-0.2219756738312888,0.22222231367175171,0.22497197340155461,0.3403293131707865,0.0030000000000000027,0.0116,0.012699999999999989,0.004699999999999982,0.0,0.0,0.09999999999999964,-0.10000000000000053,2.93318,2.616894,1.490883,-3.467549,-0.29196000000000133,0.35161399999999965,3.848407999999999,0.04085400000000128
2010-09-01,0.4434597067865775,0.11092624542857557,0.4484312447328586,0.0,0.0010000000000000009,0.002799999999999969,0.0040999999999999925,0.00820000000000004,0.0,-0.10000000000000053,0.0,0.10000000000000053,2.836253,2.775103,1.974251,-2.669014,-1.1291459999999987,0.43772200000000083,0.3785810000000005,0.49048799999999915
2010-10-01,0.0,-0.2219756738312888,0.5577259298106215,0.11318620336835526,0.010000000000000009,0.0030000000000000027,0.0013000000000000234,0.01699999999999996,0.10000000000000053,0.0,-0.09999999999999964,-0.10000000000000053,2.739541,2.93318,2.458555,-1.858972,-1.2613240000000001,-0.29196000000000133,-0.18471599999999988,-0.8886059999999993
