date,USA_CPI_lag1,USA_CPI_lag3,USA_CPI_lag6,USA_CPI_lag12,USA_POLICY_RATE_lag1,USA_POLICY_RATE_lag3,USA_POLICY_RATE_lag6,USA_POLICY_RATE_lag12,USA_UNEMPLOYMENT_lag1,USA_UNEMPLOYMENT_lag3,USA_UNEMPLOYMENT_lag6,USA_UNEMPLOYMENT_lag12,USA_GDP_lag1,USA_GDP_lag3,USA_GDP_lag6,USA_GDP_lag12,USA_M2_lag1,USA_M2_lag3,USA_M2_lag6,USA_M2_lag12
2003-07-01,1.948775055679297,2.175125488008911,2.757456387169399,1.465614430665152,-0.040000000000000036,0.010000000000000009,0.0,-0.020000000000000018,0.20000000000000018,0.09999999999999964,-0.20000000000000018,0.0,4.841083,3.906384,3.62247,3.642378,8.083482,7.331746,6.431174,7.408829
2003-08-01,2.055555555555544,1.8941504178273005,3.146067415730336,1.747463359639223,-0.20999999999999996,0.0,0.020000000000000018,0.010000000000000009,-0.09999999999999964,0.09999999999999964,0.10000000000000053,-0.09999999999999964,5.304323,4.375111,3.717714,3.682162,8.096855,7.904781,6.52071,7.52317
2003-09-01,2.216066481994461,1.948775055679297,3.025210084033625,1.516002245929271,0.020000000000000018,-0.040000000000000036,-0.010000000000000009,0.010000000000000009,-0.10000000000000053,0.20000000000000018,0.0,0.0,5.679948,4.841083,3.81235,3.721789,8.314563,8.083482,6.659397,5.736588
2003-10-01,2.378318584070782,2.055555555555544,2.175125488008911,2.0270270270270174,-0.020000000000000018,-0.20999999999999996,0.010000000000000009,0.0,0.0,-0.09999999999999964,0.09999999999999964,0.0,6.053815,5.304323,3.906384,3.761262,7.371563,8.096855,7.331746,6.798533
2003-11-01,2.041942604856528,2.216066481994461,1.8941504178273005,2.2535211267605604,0.0,0.020000000000000018,0.0,-0.4099999999999999,-0.09999999999999964,-0.10000000000000053,0.09999999999999964,0.20000000000000018,6.42594,5.679948,4.375111,3.714643,6.358746,8.314563,7.904781,6.878886
2003-12-01,1.9283746556473913,2.378318584070782,1.948775055679297,2.4802705749718212,-0.010000000000000009,-0.020000000000000018,-0.040000000000000036,-0.10000000000000009,-0.20000000000000018,0.0,0.20000000000000018,0.09999999999999964,6.519868,6.053815,4.841083,3.66838,5.512235,7.371563,8.083482,6.229207
2004-01-01,2.0352035203520247,2.041942604856528,2.055555555555544,2.757456387169399,-0.020000000000000018,0.0,-0.20999999999999996,0.0,-0.09999999999999964,-0.09999999999999964,-0.09999999999999964,-0.20000000000000018,6.613162,6.42594,5.304323,3.62247,5.093954,6.358746,8.096855,6.431174
2004-02-01,2.026286966046009,1.9283746556473913,2.216066481994461,3.146067415730336,0.020000000000000018,-0.010000000000000009,0.020000000000000018,0.020000000000000018,0.0,-0.20000000000000018,-0.10000000000000053,0.10000000000000053,6.705829,6.519868,5.679948,3.717714,4.645481,5.512235,8.314563,6.52071
2004-03-01,1.688453159041381,2.0352035203520247,2.378318584070782,3.025210084033625,0.010000000000000009,-0.020000000000000018,-0.020000000000000018,-0.010000000000000009,-0.10000000000000053,-0.09999999999999964,0.0,0.0,6.828922,6.613162,6.053815,3.81235,4.678363,5.093954,7.371563,6.659397
2004-04-01,1.7400761283306032,2.026286966046009,2.041942604856528,2.175125488008911,-0.010000000000000009,0.020000000000000018,0.0,0.010000000000000009,0.20000000000000018,0.0,-0.09999999999999964,0.09999999999999964,6.951005,6.705829,6.42594,3.906384,4.933202,4.645481,6.358746,7.331746
2004-05-01,2.2925764192139875,1.688453159041381,1.9283746556473913,1.8941504178273005,0.0,0.010000000000000009,-0.010000000000000009,0.0,-0.20000000000000018,-0.10000000000000053,-0.20000000000000018,0.09999999999999964,7.07209,6.828922,6.519868,4.375111,4.96825,4.678363,5.512235,7.904781
2004-06-01,2.8977583378895444,1.7400761283306032,2.0352035203520247,1.948775055679297,0.0,-0.010000000000000009,-0.020000000000000018,-0.040000000000000036,0.0,0.20000000000000018,-0.09999999999999964,0.20000000000000018,6.839969,6.951005,6.613162,4.841083,5.203426,4.933202,5.093954,8.083482
2004-07-01,3.1676679410158393,2.2925764192139875,2.026286966046009,2.055555555555544,0.030000000000000027,0.0,0.020000000000000018,-0.20999999999999996,0.0,-0.20000000000000018,0.0,-0.09999999999999964,6.61127,7.07209,6.705829,5.304323,4.593316,4.96825,4.645481,8.096855
2004-08-01,2.939575394665228,2.8977583378895444,1.688453159041381,2.216066481994461,0.22999999999999998,0.0,0.010000000000000009,0.020000000000000018,-0.09999999999999964,0.0,-0.10000000000000053,-0.10000000000000053,6.385918,6.839969,6.828922,5.679948,4.000595,5.203426,4.678363,8.314563
2004-09-01,2.5474254742547275,3.1676679410158393,1.7400761283306032,2.378318584070782,0.16999999999999993,0.030000000000000027,-0.010000000000000009,-0.020000000000000018,-0.09999999999999964,0.0,0.20000000000000018,0.0,6.395128,6.61127,6.951005,6.053815,3.450083,4.593316,4.933202,7.371563
2004-10-01,2.5391680172879516,2.939575394665228,2.2925764192139875,2.041942604856528,0.18000000000000016,0.22999999999999998,0.0,0.0,0.0,-0.09999999999999964,-0.20000000000000018,-0.09999999999999964,6.40423,6.385918,7.07209,6.42594,4.482129,4.000595,4.96825,6.358746
2004-11-01,3.1909140075716547,2.5474254742547275,2.8977583378895444,1.9283746556473913,0.1499999999999999,0.16999999999999993,0.0,-0.010000000000000009,0.09999999999999964,-0.09999999999999964,0.0,-0.20000000000000018,6.413226,6.395128,6.839969,6.519868,5.103789,3.450083,5.203426,5.512235
2004-12-01,3.621621621621607,2.5391680172879516,3.1676679410158393,2.0352035203520247,0.16999999999999993,0.18000000000000016,0.030000000000000027,-0.020000000000000018,-0.09999999999999964,0.0,0.0,-0.09999999999999964,6.636418,6.40423,6.61127,6.613162,5.444819,4.482129,4.593316,5.093954
2005-01-01,3.3423180592991875,3.1909140075716547,2.939575394665228,2.026286966046009,0.2300000000000002,0.1499999999999999,0.22999999999999998,0.020000000000000018,0.0,0.09999999999999964,-0.09999999999999964,0.0,6.857714,6.413226,6.385918,6.705829,5.77398,5.103789,4.000595,4.645481
2005-02-01,2.8448738593666034,3.621621621621607,2.5474254742547275,1.688453159041381,0.11999999999999966,0.16999999999999993,0.16999999999999993,0.010000000000000009,-0.10000000000000053,-0.09999999999999964,-0.09999999999999964,-0.10000000000000053,7.07714,6.636418,6.395128,6.828922,5.733217,5.444819,3.450083,4.678363
2005-03-01,3.0530262453133394,3.3423180592991875,2.5391680172879516,1.7400761283306032,0.2200000000000002,0.2300000000000002,0.18000000000000016,-0.010000000000000009,0.10000000000000053,0.0,0.0,0.20000000000000018,6.945326,6.857714,6.40423,6.951005,5.179849,5.77398,4.482129,4.933202
2005-04-01,3.2068412613575736,2.8448738593666034,3.1909140075716547,2.2925764192139875,0.1299999999999999,0.11999999999999966,0.1499999999999999,0.0,-0.20000000000000018,-0.10000000000000053,0.09999999999999964,-0.20000000000000018,6.814893,7.07714,6.413226,7.07209,4.715893,5.733217,5.103789,4.96825
2005-05-01,3.3617929562433257,3.0530262453133394,3.621621621621607,2.8977583378895444,0.16000000000000014,0.2200000000000002,0.16999999999999993,0.0,0.0,0.10000000000000053,-0.09999999999999964,0.0,6.68582,6.945326,6.636418,6.839969,4.241075,5.179849,5.444819,5.203426
2005-06-01,2.869287991498415,3.2068412613575736,3.3423180592991875,3.1676679410158393,0.20999999999999996,0.1299999999999999,0.2300000000000002,0.030000000000000027,-0.10000000000000053,-0.20000000000000018,0.0,0.0,6.725853,6.814893,6.857714,6.61127,3.239479,4.715893,5.77398,4.593316
2005-07-01,2.541026998411855,3.3617929562433257,2.8448738593666034,2.939575394665228,0.040000000000000036,0.16000000000000014,0.11999999999999966,0.22999999999999998,-0.09999999999999964,0.0,-0.10000000000000053,-0.09999999999999964,6.765466,6.68582,7.07714,6.385918,3.724175,4.241075,5.733217,4.000595
2005-08-01,3.067160232681121,2.869287991498415,3.0530262453133394,2.5474254742547275,0.21999999999999975,0.20999999999999996,0.2200000000000002,0.16999999999999993,0.0,-0.10000000000000053,0.10000000000000053,-0.09999999999999964,6.804666,6.725853,6.945326,6.395128,4.012017,3.239479,5.179849,3.450083
2005-09-01,3.6469344608879517,2.541026998411855,3.2068412613575736,2.5391680172879516,0.2400000000000002,0.040000000000000036,0.1299999999999999,0.18000000000000016,-0.09999999999999964,-0.09999999999999964,-0.20000000000000018,0.0,6.65537,6.765466,6.814893,6.40423,4.091614,3.724175,4.715893,4.482129
2005-10-01,4.741833508956805,3.067160232681121,3.3617929562433257,3.1909140075716547,0.1200000000000001,0.21999999999999975,0.16000000000000014,0.1499999999999999,0.09999999999999964,0.0,0.0,0.09999999999999964,6.507849,6.804666,6.68582,6.413226,4.060011,4.012017,4.241075,5.103789
2005-11-01,4.350104821802936,3.6469344608879517,2.869287991498415,3.621621621621607,0.1599999999999997,0.2400000000000002,0.20999999999999996,0.16999999999999993,0.0,-0.09999999999999964,-0.10000000000000053,-0.09999999999999964,6.362069,6.65537,6.725853,6.636418,4.139628,4.091614,3.239479,5.444819
2005-12-01,3.3385498174230532,4.741833508956805,2.541026998411855,3.3423180592991875,0.2200000000000002,0.1200000000000001,0.040000000000000036,0.2300000000000002,0.0,0.09999999999999964,-0.09999999999999964,0.0,6.413919,6.507849,6.765466,6.857714,3.971091,4.060011,3.724175,5.77398
2006-01-01,3.3385498174230532,4.350104821802936,3.067160232681121,2.8448738593666034,0.16000000000000014,0.1599999999999997,0.21999999999999975,0.11999999999999966,-0.09999999999999964,0.0,0.0,-0.10000000000000053,6.465114,6.362069,6.804666,7.07714,4.098373,4.139628,4.012017,5.733217
2006-02-01,4.018789144050117,3.3385498174230532,3.6469344608879517,3.0530262453133394,0.1299999999999999,0.2200000000000002,0.2400000000000002,0.2200000000000002,-0.20000000000000018,0.0,-0.09999999999999964,0.10000000000000053,6.515668,6.413919,6.65537,6.945326,4.654164,3.971091,4.091614,5.179849
2006-03-01,3.63825363825363,3.3385498174230532,4.741833508956805,3.2068412613575736,0.20000000000000018,0.16000000000000014,0.1200000000000001,0.1299999999999999,0.09999999999999964,-0.09999999999999964,0.09999999999999964,-0.20000000000000018,6.486469,6.465114,6.507849,6.814893,4.904564,4.098373,4.060011,4.715893
2006-04-01,3.4179181771103018,4.018789144050117,4.350104821802936,3.3617929562433257,0.09999999999999964,0.1299999999999999,0.1599999999999997,0.16000000000000014,-0.09999999999999964,-0.20000000000000018,0.0,0.0,6.457504,6.515668,6.362069,6.68582,4.978056,4.654164,4.139628,4.241075
2006-05-01,3.613835828600931,3.63825363825363,3.3385498174230532,2.869287991498415,0.20000000000000018,0.20000000000000018,0.2200000000000002,0.20999999999999996,0.0,0.09999999999999964,0.0,-0.10000000000000053,6.428771,6.486469,6.413919,6.725853,5.340617,4.904564,3.971091,3.239479
2006-06-01,3.9772727272727293,3.4179181771103018,3.3385498174230532,2.541026998411855,0.15000000000000036,0.09999999999999964,0.16000000000000014,0.040000000000000036,-0.10000000000000053,-0.09999999999999964,-0.09999999999999964,-0.09999999999999964,6.127744,6.457504,6.465114,6.765466,5.165921,4.978056,4.098373,3.724175
2006-07-01,4.1817243159525175,3.613835828600931,4.018789144050117,3.067160232681121,0.04999999999999982,0.20000000000000018,0.1299999999999999,0.21999999999999975,0.0,0.0,-0.20000000000000018,0.0,5.830095,6.428771,6.515668,6.804666,5.222906,5.340617,4.654164,4.012017
2006-08-01,4.104669061056954,3.9772727272727293,3.63825363825363,3.6469344608879517,0.25,0.15000000000000036,0.20000000000000018,0.2400000000000002,0.10000000000000053,-0.10000000000000053,0.09999999999999964,-0.09999999999999964,5.535767,6.127744,6.486469,6.65537,5.350348,5.165921,4.904564,4.091614
2006-09-01,3.926568077511483,4.1817243159525175,3.4179181771103018,4.741833508956805,0.009999999999999787,0.04999999999999982,0.09999999999999964,0.1200000000000001,0.0,0.0,-0.09999999999999964,0.09999999999999964,5.479616,5.830095,6.457504,6.507849,5.303894,5.222906,4.978056,4.060011
2006-10-01,2.012072434607637,4.104669061056954,3.613835828600931,4.350104821802936,0.0,0.25,0.20000000000000018,0.1599999999999997,-0.20000000000000018,0.10000000000000053,0.0,0.0,5.423979,5.535767,6.428771,6.362069,5.178439,5.350348,5.340617,4.139628
2006-11-01,1.4063284781516971,3.926568077511483,3.9772727272727293,3.3385498174230532,0.0,0.009999999999999787,0.15000000000000036,0.2200000000000002,-0.09999999999999964,0.0,-0.10000000000000053,0.0,5.368846,5.479616,6.127744,6.413919,5.385391,5.303894,5.165921,3.971091
2006-12-01,1.9687026754164672,2.012072434607637,4.1817243159525175,3.3385498174230532,0.0,0.0,0.04999999999999982,0.16000000000000014,0.09999999999999964,-0.20000000000000018,0.0,-0.09999999999999964,5.086526,5.423979,5.830095,6.465114,5.652559,5.178439,5.222906,4.098373
2007-01-01,2.5239777889954462,1.4063284781516971,4.104669061056954,4.018789144050117,-0.009999999999999787,0.0,0.25,0.1299999999999999,-0.09999999999999964,-0.09999999999999964,0.10000000000000053,-0.20000000000000018,4.808037,5.368846,5.535767,6.515668,5.865905,5.385391,5.350348,4.654164
2007-02-01,2.075765178123423,1.9687026754164672,3.926568077511483,3.63825363825363,0.009999999999999787,0.0,0.009999999999999787,0.20000000000000018,0.1999999999999993,0.09999999999999964,0.0,0.09999999999999964,4.533302,5.086526,5.479616,6.486469,5.768116,5.652559,5.303894,4.904564
2007-03-01,2.420260782347028,2.5239777889954462,2.012072434607637,3.4179181771103018,0.009999999999999787,-0.009999999999999787,0.0,0.09999999999999964,-0.09999999999999964,-0.09999999999999964,-0.20000000000000018,-0.09999999999999964,4.594774,4.808037,5.423979,6.457504,5.619791,5.865905,5.178439,4.978056
2007-04-01,2.798197295943927,2.075765178123423,1.4063284781516971,3.613835828600931,0.0,0.009999999999999787,0.0,0.20000000000000018,-0.09999999999999964,0.1999999999999993,-0.09999999999999964,0.0,4.655784,4.533302,5.368846,6.428771,5.892781,5.768116,5.385391,5.340617
2007-05-01,2.5929247633283525,2.420260782347028,1.9687026754164672,3.9772727272727293,-0.009999999999999787,0.009999999999999787,0.0,0.15000000000000036,0.09999999999999964,-0.09999999999999964,0.09999999999999964,-0.10000000000000053,4.716338,4.594774,5.086526,6.127744,6.372945,5.619791,5.652559,5.165921
2007-06-01,2.709885742672613,2.798197295943927,2.5239777889954462,4.1817243159525175,0.0,0.0,-0.009999999999999787,0.04999999999999982,-0.09999999999999964,-0.09999999999999964,-0.09999999999999964,0.0,4.81244,4.655784,4.808037,5.830095,6.470787,5.892781,5.865905,5.222906
2007-07-01,2.692765113974227,2.5929247633283525,2.075765178123423,4.104669061056954,0.0,-0.009999999999999787,0.009999999999999787,0.25,0.1999999999999993,0.09999999999999964,0.1999999999999993,0.10000000000000053,4.908001,4.716338,4.533302,5.535767,6.363291,6.372945,5.768116,5.350348
2007-08-01,2.3178905864958077,2.709885742672613,2.420260782347028,3.926568077511483,0.009999999999999787,0.0,0.009999999999999787,0.009999999999999787,0.10000000000000053,-0.09999999999999964,-0.09999999999999964,0.0,5.003025,4.81244,4.594774,5.479616,6.166589,6.470787,5.619791,5.303894
2007-09-01,1.897448478900876,2.692765113974227,2.798197295943927,2.012072434607637,-0.2400000000000002,0.0,0.0,0.0,-0.10000000000000053,0.1999999999999993,-0.09999999999999964,-0.20000000000000018,4.938629,4.908001,4.655784,5.423979,6.782574,6.363291,5.892781,5.178439
2007-10-01,2.8338264299802685,2.3178905864958077,2.5929247633283525,1.4063284781516971,-0.07999999999999918,0.009999999999999787,-0.009999999999999787,0.0,0.10000000000000053,0.10000000000000053,0.09999999999999964,-0.09999999999999964,4.874753,5.003025,4.716338,5.368846,6.62505,6.166589,6.372945,5.385391
2007-11-01,3.610698365527476,1.897448478900876,2.709885742672613,1.9687026754164672,-0.1800000000000006,-0.2400000000000002,0.0,0.0,0.0,-0.10000000000000053,-0.09999999999999964,0.09999999999999964,4.81139,4.938629,4.81244,5.086526,6.08995,6.782574,6.470787,5.652559
2007-12-01,4.373267326732666,2.8338264299802685,2.692765113974227,2.5239777889954462,-0.2699999999999996,-0.07999999999999918,0.0,-0.009999999999999787,0.0,0.10000000000000053,0.1999999999999993,-0.09999999999999964,4.354872,4.874753,4.908001,4.808037,5.917126,6.62505,6.363291,5.865905
2008-01-01,4.108813392417532,3.610698365527476,2.3178905864958077,2.075765178123423,-0.25,-0.1800000000000006,0.009999999999999787,0.009999999999999787,0.2999999999999998,0.0,0.10000000000000053,0.1999999999999993,3.902139,4.81139,5.003025,4.533302,5.703309,6.08995,6.166589,5.768116
2008-02-01,4.294695655165981,4.373267326732666,1.897448478900876,2.420260782347028,-0.30000000000000027,-0.2699999999999996,-0.2400000000000002,0.009999999999999787,0.0,0.0,-0.10000000000000053,-0.09999999999999964,3.453145,4.354872,4.938629,4.594774,5.608081,5.917126,6.782574,5.619791
2008-03-01,4.142959270611968,4.108813392417532,2.8338264299802685,2.798197295943927,-0.96,-0.25,-0.07999999999999918,0.0,-0.09999999999999964,0.2999999999999998,0.10000000000000053,-0.09999999999999964,3.374454,3.902139,4.874753,4.655784,6.583687,5.703309,6.62505,5.892781
2008-04-01,3.9749035501344343,4.294695655165981,3.610698365527476,2.5929247633283525,-0.3700000000000001,-0.30000000000000027,-0.1800000000000006,-0.009999999999999787,0.1999999999999993,0.0,0.0,0.09999999999999964,3.296446,3.453145,4.81139,4.716338,7.000363,5.608081,6.08995,6.372945
2008-05-01,3.9037609759888126,4.142959270611968,4.373267326732666,2.709885742672613,-0.33000000000000007,-0.96,-0.2699999999999996,0.0,-0.09999999999999964,-0.09999999999999964,0.0,-0.09999999999999964,3.219111,3.374454,4.354872,4.81244,6.515945,6.583687,5.917126,6.470787
2008-06-01,4.088413823123993,3.9749035501344343,4.108813392417532,2.692765113974227,-0.2999999999999998,-0.3700000000000001,-0.25,0.0,0.40000000000000036,0.1999999999999993,0.2999999999999998,0.1999999999999993,2.910238,3.296446,3.902139,4.908001,6.486919,7.000363,5.703309,6.363291
2008-07-01,4.935966105947864,3.9037609759888126,4.294695655165981,2.3178905864958077,0.020000000000000018,-0.33000000000000007,-0.30000000000000027,0.009999999999999787,0.1999999999999993,-0.09999999999999964,0.0,0.10000000000000053,2.603664,3.219111,3.453145,5.003025,6.258404,6.515945,5.608081,6.166589
2008-08-01,5.497512078341837,4.088413823123993,4.142959270611968,1.897448478900876,0.009999999999999787,-0.2999999999999998,-0.96,-0.2400000000000002,0.20000000000000018,0.40000000000000036,-0.09999999999999964,-0.10000000000000053,2.299364,2.910238,3.374454,4.938629,6.456065,6.486919,6.583687,6.782574
2008-09-01,5.308017162091239,4.935966105947864,3.9749035501344343,2.8338264299802685,-0.009999999999999787,0.020000000000000018,-0.3700000000000001,-0.07999999999999918,0.2999999999999998,0.1999999999999993,0.1999999999999993,0.10000000000000053,1.283925,2.603664,3.296446,4.874753,5.55796,6.258404,7.000363,6.62505
2008-10-01,4.953319875136075,5.497512078341837,3.9037609759888126,3.610698365527476,-0.18999999999999995,0.009999999999999787,-0.33000000000000007,-0.1800000000000006,0.0,0.20000000000000018,-0.09999999999999964,0.0,0.275454,2.299364,3.219111,4.81139,6.197221,6.456065,6.515945,6.08995
2008-11-01,3.7310578899565128,5.308017162091239,4.088413823123993,4.373267326732666,-0.8400000000000001,-0.009999999999999787,-0.2999999999999998,-0.2699999999999996,0.40000000000000036,0.2999999999999998,0.40000000000000036,0.0,-0.72612,1.283925,2.910238,4.354872,7.361236,5.55796,6.486919,5.917126
2008-12-01,1.0999174706166848,4.953319875136075,4.935966105947864,4.108813392417532,-0.58,-0.18999999999999995,0.020000000000000018,-0.25,0.2999999999999998,0.0,0.1999999999999993,0.2999999999999998,-1.108679,0.275454,2.603664,3.902139,7.692927,6.197221,6.258404,5.703309
2009-01-01,-0.02222800255385904,3.7310578899565128,5.497512078341837,4.294695655165981,-0.23,-0.8400000000000001,0.009999999999999787,-0.30000000000000027,0.5,0.40000000000000036,0.20000000000000018,0.0,-1.491386,-0.72612,2.299364,3.453145,9.631342,7.361236,6.456065,5.608081
2009-02-01,-0.11358601902212717,1.0999174706166848,5.308017162091239,4.142959270611968,-0.010000000000000009,-0.58,-0.009999999999999787,-0.96,0.5,0.2999999999999998,0.2999999999999998,-0.09999999999999964,-1.874241,-1.108679,1.283925,3.374454,10.26272,7.692927,5.55796,6.583687
2009-03-01,0.008463140671510772,-0.02222800255385904,4.953319875136075,3.9749035501344343,0.07,-0.23,-0.18999999999999995,-0.3700000000000001,0.5000000000000009,0.5,0.0,0.1999999999999993,-2.339127,-1.491386,0.275454,3.296446,9.406891,9.631342,6.197221,7.000363
2009-04-01,-0.4464787676623838,-0.11358601902212717,3.7310578899565128,3.9037609759888126,-0.04000000000000001,-0.010000000000000009,-0.8400000000000001,-0.33000000000000007,0.3999999999999986,0.5,0.40000000000000036,-0.09999999999999964,-2.800683,-1.874241,-0.72612,3.219111,9.340287,10.26272,7.361236,6.515945
2009-05-01,-0.5763244243767063,0.008463140671510772,1.0999174706166848,4.088413823123993,-0.03,0.07,-0.58,-0.2999999999999998,0.3000000000000007,0.5000000000000009,0.2999999999999998,0.40000000000000036,-3.258945,-2.339127,-1.108679,2.910238,8.798703,9.406891,7.692927,6.486919
2009-06-01,-1.015761495855172,-0.4464787676623838,-0.02222800255385904,4.935966105947864,0.03,-0.04000000000000001,-0.23,0.020000000000000018,0.40000000000000036,0.3999999999999986,0.5,0.1999999999999993,-3.179552,-2.800683,-1.491386,2.603664,9.371926,9.340287,9.631342,6.258404
2009-07-01,-1.2291746182109153,-0.5763244243767063,-0.11358601902212717,5.497512078341837,0.03,-0.03,-0.010000000000000009,0.009999999999999787,0.09999999999999964,0.3000000000000007,0.5,0.20000000000000018,-3.100278,-3.258945,-1.874241,2.299364,9.238239,8.798703,10.26272,6.456065
2009-08-01,-1.9587610037622771,-1.015761495855172,0.008463140671510772,5.308017162091239,-0.04999999999999999,0.03,0.07,-0.009999999999999787,0.0,0.40000000000000036,0.5000000000000009,0.2999999999999998,-3.021122,-3.179552,-2.339127,1.283925,8.628966,9.371926,9.406891,5.55796
2009-09-01,-1.4838355663267633,-1.2291746182109153,-0.4464787676623838,4.953319875136075,0.0,0.03,-0.04000000000000001,-0.18999999999999995,0.09999999999999964,0.09999999999999964,0.3999999999999986,0.0,-1.930347,-3.100278,-2.800683,0.275454,8.41938,9.238239,9.340287,6.197221
2009-10-01,-1.377942862886472,-1.9587610037622771,-0.5763244243767063,3.7310578899565128,-0.010000000000000009,-0.04999999999999999,-0.03,-0.8400000000000001,0.20000000000000107,0.0,0.3000000000000007,0.40000000000000036,-0.825192,-3.021122,-3.258945,-0.72612,7.484376,8.628966,8.798703,7.361236
2009-11-01,-0.22396829420033848,-1.4838355663267633,-1.015761495855172,1.0999174706166848,-0.03,0.0,0.03,-0.58,0.1999999999999993,0.09999999999999964,0.40000000000000036,0.2999999999999998,0.294629,-1.930347,-3.179552,-1.108679,6.432683,8.41938,9.371926,7.692927
2009-12-01,1.9145871744709275,-1.377942862886472,-1.2291746182109153,-0.02222800255385904,0.0,-0.010000000000000009,0.03,-0.23,-0.09999999999999964,0.20000000000000107,0.09999999999999964,0.5,0.961773,-0.825192,-3.100278,-1.491386,6.104398,7.484376,9.238239,9.631342
2010-01-01,2.8141231232083674,-0.22396829420033848,-1.9587610037622771,-0.11358601902212717,0.0,-0.03,-0.04999999999999999,-0.010000000000000009,0.0,0.1999999999999993,0.0,0.5,1.634359,0.294629,-3.021122,-1.874241,3.747852,6.432683,8.628966,10.26272
2010-02-01,2.6211113889767157,1.9145871744709275,-1.4838355663267633,0.008463140671510772,-0.009999999999999995,0.0,0.0,0.07,-0.09999999999999964,-0.09999999999999964,0.09999999999999964,0.5000000000000009,2.312454,0.961773,-1.930347,-2.339127,2.276511,6.104398,8.41938,9.406891
2010-03-01,2.151336357866529,2.8141231232083674,-1.377942862886472,-0.4464787676623838,0.020000000000000004,0.0,-0.010000000000000009,-0.04000000000000001,0.0,0.0,0.20000000000000107,0.3999999999999986,2.928501,1.634359,-0.825192,-2.800683,2.50021,3.747852,7.484376,9.340287
2010-04-01,2.2861714393279886,2.6211113889767157,-0.22396829420033848,-0.5763244243767063,0.03,-0.009999999999999995,-0.03,-0.03,0.09999999999999964,-0.09999999999999964,0.1999999999999993,0.3000000000000007,3.545965,2.312454,0.294629,-3.258945,1.63479,2.276511,6.432683,8.798703
2010-05-01,2.2067707525304403,2.151336357866529,1.9145871744709275,-1.015761495855172,0.04000000000000001,0.020000000000000004,0.0,0.03,0.0,0.0,-0.09999999999999964,0.40000000000000036,4.164851,2.928501,0.961773,-3.179552,1.950877,2.50021,6.104398,9.371926
2010-06-01,2.003548929218568,2.2861714393279886,2.8141231232083674,-1.2291746182109153,0.0,0.03,0.0,0.03,-0.3000000000000007,0.09999999999999964,0.0,0.09999999999999964,4.375329,3.545965,1.634359,-3.100278,1.891303,1.63479,3.747852,9.238239
2010-07-01,1.1215605940686268,2.2067707525304403,2.6211113889767157,-1.9587610037622771,-0.020000000000000018,0.04000000000000001,-0.009999999999999995,-0.04999999999999999,-0.1999999999999993,0.0,-0.09999999999999964,0.0,4.58515,4.164851,2.312454,-3.021122,1.995437,1.950877,2.276511,8.628966
2010-08-01,1.3407784804821077,2.003548929218568,2.151336357866529,-1.4838355663267633,0.0,0.0,0.020000000000000004,0.0,0.0,-0.3000000000000007,0.0,0.09999999999999964,4.794316,4.375329,2.928501,-1.930347,2.079518,1.891303,2.50021,8.41938
2010-09-01,1.1501775395112546,1.1215605940686268,2.2861714393279886,-1.377942862886472,0.010000000000000009,-0.020000000000000018,0.03,-0.010000000000000009,0.09999999999999964,-0.1999999999999993,0.09999999999999964,0.20000000000000107,4.692816,4.58515,3.545965,-0.825192,2.65745,1.995437,1.63479,7.484376
2010-10-01,1.1183122472331775,1.3407784804821077,2.2067707525304403,-0.22396829420033848,0.0,0.0,0.04000000000000001,-0.03,0.0,0.0,0.0,0.1999999999999993,4.592255,4.794316,4.164851,0.294629,3.038432,2.079518,1.950877,6.432683
2010-11-01,1.1666951489314625,1.1501775395112546,2.003548929218568,1.9145871744709275,0.0,0.010000000000000009,0.0,0.0,-0.09999999999999964,0.09999999999999964,-0.3000000000000007,-0.09999999999999964,4.49262,4.692816,4.375329,0.961773,3.304704,2.65745,1.891303,6.104398
2010-12-01,1.084544776600338,1.1183122472331775,1.1215605940686268,2.8141231232083674,0.0,0.0,-0.020000000000000018,0.0,0.40000000000000036,0.0,-0.1999999999999993,0.0,4.319067,4.592255,4.58515,1.634359,3.193613,3.038432,1.995437,3.747852
