date,USA_CPI_lag1,USA_CPI_lag3,USA_CPI_lag6,USA_CPI_lag12,USA_POLICY_RATE_lag1,USA_POLICY_RATE_lag3,USA_POLICY_RATE_lag6,USA_POLICY_RATE_lag12,USA_UNEMPLOYMENT_lag1,USA_UNEMPLOYMENT_lag3,USA_UNEMPLOYMENT_lag6,USA_UNEMPLOYMENT_lag12,USA_GDP_lag1,USA_GDP_lag3,USA_GDP_lag6,USA_GDP_lag12,USA_M2_lag1,USA_M2_lag3,USA_M2_lag6,USA_M2_lag12
2002-06-01,1.2408347433727984,1.3628620102214661,,,0.0,-0.010000000000000009,-0.2699999999999998,-0.23999999999999977,-0.10000000000000053,0.0,0.20000000000000018,0.20000000000000018,3.028492,2.810984,2.713072,2.94971,7.613097,8.418066,10.408718,8.515586
2002-07-01,1.0692177827799743,1.643990929705219,1.1958997722095743,,0.0,0.020000000000000018,-0.09000000000000008,-0.20000000000000018,0.0,0.20000000000000018,0.0,0.09999999999999964,3.335426,2.721578,2.991997,2.712256,7.204494,7.063494,9.694072,8.738756
2002-08-01,1.465614430665152,1.2408347433727984,1.1363636363636465,,-0.020000000000000018,0.0,0.010000000000000009,-0.1200000000000001,0.0,-0.10000000000000053,0.0,0.3000000000000007,3.642378,3.028492,2.901121,2.524553,7.408829,7.613097,9.431931,8.803818
2002-09-01,1.747463359639223,1.0692177827799743,1.3628620102214661,,0.010000000000000009,0.0,-0.010000000000000009,-0.5800000000000001,-0.09999999999999964,0.0,0.0,0.09999999999999964,3.682162,3.335426,2.810984,2.338266,7.52317,7.204494,8.418066,10.296177
2002-10-01,1.516002245929271,1.465614430665152,1.643990929705219,,0.010000000000000009,-0.020000000000000018,0.020000000000000018,-0.5799999999999996,0.0,0.0,0.20000000000000018,0.2999999999999998,3.721789,3.642378,2.721578,2.153378,5.736588,7.408829,7.063494,9.699669
2002-11-01,2.0270270270270174,1.747463359639223,1.2408347433727984,,0.0,0.010000000000000009,0.0,-0.40000000000000036,0.0,-0.09999999999999964,-0.10000000000000053,0.20000000000000018,3.761262,3.682162,3.028492,2.433533,6.798533,7.52317,7.613097,10.338542
2002-12-01,2.2535211267605604,1.516002245929271,1.0692177827799743,,-0.4099999999999999,0.010000000000000009,0.0,-0.2699999999999998,0.20000000000000018,0.0,0.0,0.20000000000000018,3.714643,3.721789,3.335426,2.713072,6.878886,5.736588,7.204494,10.408718
2003-01-01,2.4802705749718212,2.0270270270270174,1.465614430665152,1.1958997722095743,-0.10000000000000009,0.0,-0.020000000000000018,-0.09000000000000008,0.09999999999999964,0.0,0.0,0.0,3.66838,3.761262,3.642378,2.991997,6.229207,6.798533,7.408829,9.694072
2003-02-01,2.757456387169399,2.2535211267605604,1.747463359639223,1.1363636363636465,0.0,-0.4099999999999999,0.010000000000000009,0.010000000000000009,-0.20000000000000018,0.20000000000000018,-0.09999999999999964,0.0,3.62247,3.714643,3.682162,2.901121,6.431174,6.878886,7.52317,9.431931
2003-03-01,3.146067415730336,2.4802705749718212,1.516002245929271,1.3628620102214661,0.020000000000000018,-0.10000000000000009,0.010000000000000009,-0.010000000000000009,0.10000000000000053,0.09999999999999964,0.0,0.0,3.717714,3.66838,3.721789,2.810984,6.52071,6.229207,5.736588,8.418066
2003-04-01,3.025210084033625,2.757456387169399,2.0270270270270174,1.643990929705219,-0.010000000000000009,0.0,0.0,0.020000000000000018,0.0,-0.20000000000000018,0.0,0.20000000000000018,3.81235,3.62247,3.761262,2.721578,6.659397,6.431174,6.798533,7.063494
2003-05-01,2.175125488008911,3.146067415730336,2.2535211267605604,1.2408347433727984,0.010000000000000009,0.020000000000000018,-0.4099999999999999,0.0,0.09999999999999964,0.10000000000000053,0.20000000000000018,-0.10000000000000053,3.906384,3.717714,3.714643,3.028492,7.331746,6.52071,6.878886,7.613097
2003-06-01,1.8941504178273005,3.025210084033625,2.4802705749718212,1.0692177827799743,0.0,-0.010000000000000009,-0.10000000000000009,0.0,0.09999999999999964,0.0,0.09999999999999964,0.0,4.375111,3.81235,3.66838,3.335426,7.904781,6.659397,6.229207,7.204494
