country,window_end,slope,se_slope,r_squared,p_value,n
GERMANY,2014-04,-0.5783,0.06208,0.59942,0.0,60
GERMANY,2014-05,-0.53937,0.06654,0.53115,0.0,60
GERMANY,2014-06,-0.50573,0.07013,0.47275,0.0,60
GERMANY,2014-07,-0.43801,0.07273,0.38471,0.0,60
GERMANY,2014-08,-0.38493,0.07686,0.30188,1e-05,60
GERMANY,2014-09,-0.31243,0.07978,0.20913,0.00024,60
GERMANY,2014-10,-0.23678,0.08332,0.12223,0.00618,60
GERMANY,2014-11,-0.16619,0.08871,0.05706,0.06605,60
GERMANY,2014-12,-0.09959,0.09863,0.01728,0.31681,60
GERMANY,2015-01,0.0027,0.1118,1e-05,0.98079,60
GERMANY,2015-02,0.12511,0.12006,0.01838,0.30171,60
GERMANY,2015-03,0.20311,0.12923,0.04085,0.12145,60
GERMANY,2015-04,0.26714,0.1343,0.06386,0.05141,60
GERMANY,2015-05,0.3264,0.13877,0.08708,0.02208,60
GERMANY,2015-06,0.43243,0.14106,0.13945,0.00329,60
GERMANY,2015-07,0.53616,0.14309,0.19489,0.00041,60
GERMANY,2015-08,0.65918,0.1426,0.26922,2e-05,60
GERMANY,2015-09,0.80157,0.14325,0.35057,0.0,60
GERMANY,2015-10,0.92575,0.1417,0.42394,0.0,60
GERMANY,2015-11,1.08393,0.14173,0.50211,0.0,60
GERMANY,2015-12,1.27493,0.13499,0.60599,0.0,60
GERMANY,2016-01,1.38775,0.13047,0.66108,0.0,60
GERMANY,2016-02,1.50527,0.12747,0.70626,0.0,60
GERMANY,2016-03,1.54384,0.12499,0.72455,0.0,60
GERMANY,2016-04,1.61133,0.12157,0.7518,0.0,60
GERMANY,2016-05,1.64724,0.11936,0.76657,0.0,60
GERMANY,2016-06,1.65087,0.11886,0.76886,0.0,60
GERMANY,2016-07,1.62269,0.12034,0.75814,0.0,60
GERMANY,2016-08,1.59337,0.12087,0.74976,0.0,60
GERMANY,2016-09,1.50852,0.12388,0.71885,0.0,60
GERMANY,2016-10,1.39145,0.12797,0.67087,0.0,60
GERMANY,2016-11,1.27844,0.12852,0.63046,0.0,60
GERMANY,2016-12,1.14316,0.13899,0.5384,0.0,60
GERMANY,2017-01,1.00786,0.1464,0.44967,0.0,60
GERMANY,2017-02,0.84259,0.155,0.33754,0.0,60
GERMANY,2017-03,0.73386,0.15482,0.27921,1e-05,60
GERMANY,2017-04,0.6236,0.1576,0.21257,0.00021,60
GERMANY,2017-05,0.555,0.15585,0.17942,0.00075,60
GERMANY,2017-06,0.48339,0.15555,0.14275,0.00292,60
GERMANY,2017-07,0.40944,0.1545,0.10801,0.01035,60
GERMANY,2017-08,0.31881,0.15196,0.07053,0.04028,60
GERMANY,2017-09,0.22451,0.14961,0.03737,0.13888,60
GERMANY,2017-10,0.15961,0.14504,0.02045,0.2757,60
GERMANY,2017-11,0.08378,0.14235,0.00594,0.55843,60
GERMANY,2017-12,0.01749,0.13793,0.00028,0.89955,60
GERMANY,2018-01,-0.03853,0.13579,0.00139,0.77762,60
GERMANY,2018-02,-0.07256,0.13382,0.00504,0.58973,60
GERMANY,2018-03,-0.11926,0.13258,0.01376,0.37209,60
GERMANY,2018-04,-0.14228,0.13128,0.01985,0.28296,60
GERMANY,2018-05,-0.22481,0.13174,0.04781,0.09327,60
GERMANY,2018-06,-0.30254,0.12825,0.08754,0.02172,60
GERMANY,2018-07,-0.38373,0.12339,0.14292,0.0029,60
GERMANY,2018-08,-0.44812,0.12114,0.1909,0.00048,60
GERMANY,2018-09,-0.51377,0.11884,0.24371,6e-05,60
GERMANY,2018-10,-0.58318,0.11919,0.29217,1e-05,60
GERMANY,2018-11,-0.64225,0.11723,0.34102,0.0,60
GERMANY,2018-12,-0.68418,0.11354,0.385,0.0,60
GERMANY,2019-01,-0.71239,0.11021,0.41875,0.0,60
GERMANY,2019-02,-0.74384,0.10735,0.45291,0.0,60
GERMANY,2019-03,-0.75998,0.10634,0.46828,0.0,60
GERMANY,2019-04,-0.82749,0.10187,0.5322,0.0,60
GERMANY,2019-05,-0.83645,0.1011,0.54131,0.0,60
GERMANY,2019-06,-0.86687,0.09879,0.57037,0.0,60
GERMANY,2019-07,-0.89474,0.0976,0.59168,0.0,60
GERMANY,2019-08,-0.91312,0.09711,0.60385,0.0,60
GERMANY,2019-09,-0.92746,0.09758,0.609,0.0,60
GERMANY,2019-10,-0.93708,0.09932,0.6055,0.0,60
GERMANY,2019-11,-0.93494,0.10243,0.58958,0.0,60
GERMANY,2019-12,-0.93314,0.10491,0.57702,0.0,60
GERMANY,2020-01,-0.90348,0.10587,0.55669,0.0,60
GERMANY,2020-02,-0.88246,0.10845,0.53306,0.0,60
GERMANY,2020-03,-0.87042,0.11207,0.50984,0.0,60
GERMANY,2020-04,-0.89925,0.11684,0.50528,0.0,60
GERMANY,2020-05,-0.96829,0.11913,0.53249,0.0,60
GERMANY,2020-06,-1.03385,0.12369,0.54639,0.0,60
GERMANY,2020-07,-1.12843,0.14695,0.50413,0.0,60
GERMANY,2020-08,-1.24261,0.16111,0.50633,0.0,60
GERMANY,2020-09,-1.34427,0.17747,0.49728,0.0,60
GERMANY,2020-10,-1.46274,0.18815,0.5103,0.0,60
GERMANY,2020-11,-1.51102,0.19584,0.50651,0.0,60
GERMANY,2020-12,-1.58298,0.20719,0.5016,0.0,60
GERMANY,2021-01,-1.5729,0.21282,0.485,0.0,60
GERMANY,2021-02,-1.50761,0.22256,0.4417,0.0,60
GERMANY,2021-03,-1.42384,0.23354,0.39057,0.0,60
GERMANY,2021-04,-1.31983,0.24454,0.33432,0.0,60
GERMANY,2021-05,-1.248,0.25771,0.28792,1e-05,60
GERMANY,2021-06,-1.19419,0.27264,0.24857,5e-05,60
GERMANY,2021-07,-1.14742,0.30713,0.19397,0.00043,60
GERMANY,2021-08,-1.12332,0.339,0.15918,0.00159,60
GERMANY,2021-09,-1.10269,0.373,0.13095,0.0045,60
GERMANY,2021-10,-1.08544,0.40846,0.10854,0.01016,60
GERMANY,2021-11,-1.06149,0.44941,0.08775,0.02156,60
GERMANY,2021-12,-1.06874,0.48919,0.07604,0.03296,60
GERMANY,2022-01,-1.12385,0.51143,0.07686,0.03199,60
GERMANY,2022-02,-1.22172,0.52969,0.08402,0.02468,60
GERMANY,2022-03,-1.33922,0.57466,0.08562,0.02328,60
GERMANY,2022-04,-1.54034,0.61736,0.09693,0.01546,60
GERMANY,2022-05,-1.7408,0.67082,0.10403,0.01196,60
GERMANY,2022-06,-1.91914,0.70964,0.11198,0.00897,60
GERMANY,2022-07,-2.08329,0.74371,0.11917,0.00691,60
GERMANY,2022-08,-2.25282,0.77927,0.12595,0.0054,60
GERMANY,2022-09,-2.38044,0.84634,0.12002,0.0067,60
GERMANY,2022-10,-2.59638,0.90201,0.125,0.00559,60
GERMANY,2022-11,-2.80157,0.9513,0.13008,0.00464,60
GERMANY,2022-12,-2.96535,0.98393,0.1354,0.00382,60
GERMANY,2023-01,-3.22664,1.01004,0.14963,0.00227,60
GERMANY,2023-02,-3.47081,1.03107,0.16344,0.00136,60
GERMANY,2023-03,-3.63603,1.03662,0.175,0.00088,60
GERMANY,2023-04,-3.8119,1.0366,0.18907,0.00052,60
GERMANY,2023-05,-3.91818,1.0323,0.19897,0.00035,60
GERMANY,2023-06,-4.03342,1.02804,0.20973,0.00023,60
GERMANY,2023-07,-4.13304,1.02212,0.21991,0.00016,60
GERMANY,2023-08,-4.21287,1.02121,0.22686,0.00012,60
GERMANY,2023-09,-4.28445,1.01493,0.23504,9e-05,60
GERMANY,2023-10,-4.32463,1.01056,0.23998,7e-05,60
GERMANY,2023-11,-4.37774,1.00679,0.24584,6e-05,60
GERMANY,2023-12,-4.45324,0.99887,0.25523,4e-05,60
GERMANY,2024-01,-4.59323,0.98996,0.2707,2e-05,60
GERMANY,2024-02,-4.72956,0.98246,0.28549,1e-05,60
GERMANY,2024-03,-4.90527,0.97233,0.30498,0.0,60
GERMANY,2024-04,-5.1501,0.96689,0.32848,0.0,60
GERMANY,2024-05,-5.45456,0.95239,0.36124,0.0,60
GERMANY,2024-06,-5.77551,0.93812,0.39521,0.0,60
GERMANY,2024-07,-6.11865,0.92174,0.43173,0.0,60
GERMANY,2024-08,-6.52494,0.89798,0.47652,0.0,60
GERMANY,2024-09,-6.99219,0.86537,0.52955,0.0,60
GERMANY,2024-10,-7.51396,0.8182,0.59252,0.0,60
GERMANY,2024-11,-7.91184,0.76769,0.6468,0.0,60
GERMANY,2024-12,-8.14011,0.72864,0.68272,0.0,60
GERMANY,2025-01,-8.26458,0.70196,0.70501,0.0,60
GERMANY,2025-02,-8.28121,0.68118,0.71817,0.0,60
GERMANY,2025-03,-8.25525,0.66708,0.72531,0.0,60
