country,form,alpha,origin_date,target_date,horizon,n_train_origin,actual,forecast,naive_forecast,error,abs_error,sq_error,naive_error,naive_abs_error,naive_sq_error
USA,primary,10.0,2023-10-01,2023-11-01,1,249,3.1333462745911866,3.330980401814897,3.2512659098611785,-0.19763412722371054,0.19763412722371054,0.039059248243477805,-0.11791963526999183,0.11791963526999183,0.013905040382207901
USA,primary,10.0,2023-11-01,2023-12-01,1,250,3.3159099427102934,2.7337058280559803,3.1333462745911866,0.5822041146543131,0.5822041146543131,0.33896163112041255,0.18256366811910674,0.18256366811910674,0.03332949291710335
USA,primary,10.0,2023-12-01,2024-01-01,1,251,3.0883429864855705,3.3704054735035105,3.3159099427102934,-0.28206248701794,0.28206248701794,0.07955924658274557,-0.2275669562247229,0.2275669562247229,0.05178671956538495
USA,primary,10.0,2024-01-01,2024-02-01,1,252,3.157074141648697,3.341845487659786,3.0883429864855705,-0.18477134601108913,0.18477134601108913,0.03414045030674962,0.06873115516312645,0.06873115516312645,0.004723971690057763
USA,primary,10.0,2024-02-01,2024-03-01,1,253,3.4868349120836584,3.164031372729606,3.157074141648697,0.3228035393540525,0.3228035393540525,0.10420212501950331,0.32976077043496144,0.32976077043496144,0.10874216571785934
USA,primary,10.0,2024-03-01,2024-04-01,1,254,3.3607951262196734,3.644811387179546,3.4868349120836584,-0.28401626095987265,0.28401626095987265,0.08066523648962648,-0.126039785863985,0.126039785863985,0.015886027620639197
USA,primary,10.0,2024-04-01,2024-05-01,1,255,3.244278584003113,3.7354286535030243,3.3607951262196734,-0.49115006949991136,0.49115006949991136,0.24122839076976776,-0.11651654221656038,0.11651654221656038,0.013576104610103498
USA,primary,10.0,2024-05-01,2024-06-01,1,256,2.9702579486470926,3.5174598417338574,3.244278584003113,-0.5472018930867648,0.5472018930867648,0.2994299117977392,-0.2740206353560204,0.2740206353560204,0.0750873086009171
USA,primary,10.0,2024-06-01,2024-07-01,1,257,2.9414757935583014,3.443097454167228,2.9702579486470926,-0.5016216606089268,0.5016216606089268,0.2516242903920573,-0.028782155088791228,0.028782155088791228,0.0008284124515552308
USA,primary,10.0,2024-07-01,2024-08-01,1,258,2.607144490692037,3.203053324660562,2.9414757935583014,-0.595908833968525,0.595908833968525,0.3551073384017271,-0.3343313028662642,0.3343313028662642,0.1117774200762537
