country,indicator,chow_test_input,base_form_tested,break_name,break_date,window,start,end,adf_stat,adf_pvalue,adf_usedlag,adf_nobs,adf_crit_5pct,adf_maxlag,adf_error,kpss_stat,kpss_pvalue,kpss_lags,kpss_crit_5pct,kpss_interp_flag,kpss_error,classification,n_obs,small_sample_flag,hard_warn_flag,col_key
GERMANY,POLICY_RATE,first_diff,first_diff,GFC_2008,2008-09,pre_break,2001-02,2008-08,-2.9766654395121117,0.037131766655676544,2,88,-2.894989819214876,11,,0.9554384558760465,0.01,4,0.463,True,,Trend-stationary (conflict),91,False,False,GFC_2008|pre_break
GERMANY,POLICY_RATE,first_diff,first_diff,GFC_2008,2008-09,post_break,2008-09,2025-03,-5.58744613397027,1.3528266144711015e-06,3,195,-2.876478799035722,14,,0.465412604227198,0.04945662066955001,8,0.463,False,,Trend-stationary (conflict),199,False,False,GFC_2008|post_break
GERMANY,POLICY_RATE,first_diff,first_diff,COVID_2020,2020-03,pre_break,2001-02,2020-02,-3.9065952049149573,0.0019868426089828923,5,223,-2.8745897386146817,14,,0.09449408874831754,0.1,8,0.463,True,,Stationary,229,False,False,COVID_2020|pre_break
GERMANY,POLICY_RATE,first_diff,first_diff,COVID_2020,2020-03,post_break,2020-03,2025-03,-1.383244645774062,0.5902819664186143,3,57,-2.913766394626147,10,,0.23350972966041064,0.1,4,0.463,True,,Inconclusive,61,False,False,COVID_2020|post_break
GERMANY,POLICY_RATE,first_diff,first_diff,ENERGY_2022,2022-02,pre_break,2001-02,2022-01,-4.104476092476949,0.0009521555847081521,5,246,-2.873361841566324,15,,0.11033501941165257,0.1,8,0.463,True,,Stationary,252,False,False,ENERGY_2022|pre_break
GERMANY,POLICY_RATE,first_diff,first_diff,ENERGY_2022,2022-02,post_break,2022-02,2025-03,-0.8070410836368134,0.8170450478791372,4,33,-2.954126991123355,9,,0.5011191301436143,0.0414146103280148,4,0.463,False,,Non-stationary,38,True,False,ENERGY_2022|post_break
GERMANY,UNEMPLOYMENT,first_diff,first_diff,GFC_2008,2008-09,pre_break,2001-02,2008-08,-2.1952332440940867,0.20798006104169248,1,89,-2.8946066061911946,11,,1.1077161720724937,0.01,5,0.463,True,,Non-stationary,91,False,False,GFC_2008|pre_break
GERMANY,UNEMPLOYMENT,first_diff,first_diff,GFC_2008,2008-09,post_break,2008-09,2025-03,-3.441036788772911,0.009636987470211461,9,189,-2.8769570530458792,14,,0.4752484674752581,0.04724133615422115,8,0.463,False,,Trend-stationary (conflict),199,False,False,GFC_2008|post_break
GERMANY,UNEMPLOYMENT,first_diff,first_diff,COVID_2020,2020-03,pre_break,2001-02,2020-02,-3.39592323997708,0.01109863564805024,2,226,-2.8744153028455948,14,,0.3914173436648805,0.08085459324789633,9,0.463,False,,Stationary,229,False,False,COVID_2020|pre_break
GERMANY,UNEMPLOYMENT,first_diff,first_diff,COVID_2020,2020-03,post_break,2020-03,2025-03,-3.5200740980317358,0.00748626941592433,1,59,-2.911939409384601,10,,0.20697921143102707,0.1,4,0.463,True,,Stationary,61,False,False,COVID_2020|post_break
GERMANY,UNEMPLOYMENT,first_diff,first_diff,ENERGY_2022,2022-02,pre_break,2001-02,2022-01,-3.8376660134634344,0.002544617186153241,2,249,-2.8732185133016057,15,,0.31114415146519553,0.1,9,0.463,True,,Stationary,252,False,False,ENERGY_2022|pre_break
GERMANY,UNEMPLOYMENT,first_diff,first_diff,ENERGY_2022,2022-02,post_break,2022-02,2025-03,-6.465420303728746,1.40922412568285e-08,0,37,-2.9435394610388332,9,,0.6239713379631493,0.020457151094259152,2,0.463,False,,Trend-stationary (conflict),38,True,False,ENERGY_2022|post_break
GERMANY,GDP,level,level,GFC_2008,2008-09,pre_break,2001-01,2008-08,-2.210454543865009,0.20247296530389508,7,84,-2.8966159448223734,11,,0.5863303679977337,0.023879057454751475,5,0.463,False,,Non-stationary,92,False,False,GFC_2008|pre_break
GERMANY,GDP,level,level,GFC_2008,2008-09,post_break,2008-09,2025-03,-5.016798071943163,2.0555530439586483e-05,7,191,-2.8767942675230356,14,,0.29064454792192557,0.1,9,0.463,True,,Stationary,199,False,False,GFC_2008|post_break
GERMANY,GDP,level,level,COVID_2020,2020-03,pre_break,2001-01,2020-02,-3.0429600969182693,0.031072608924002758,4,225,-2.874472927517147,14,,0.21157910205436634,0.1,9,0.463,True,,Stationary,230,False,False,COVID_2020|pre_break
GERMANY,GDP,level,level,COVID_2020,2020-03,post_break,2020-03,2025-03,-3.3613432329736277,0.012349420948530747,7,53,-2.9178502070837,10,,0.29292584115975073,0.1,4,0.463,True,,Stationary,61,False,False,COVID_2020|post_break
GERMANY,GDP,level,level,ENERGY_2022,2022-02,pre_break,2001-01,2022-01,-3.0493779249584088,0.030533412584010693,15,237,-2.8738137461081323,15,,0.14089934517611077,0.1,9,0.463,True,,Stationary,253,False,False,ENERGY_2022|pre_break
GERMANY,GDP,level,level,ENERGY_2022,2022-02,post_break,2022-02,2025-03,-1.6938010979557296,0.43430913462706056,1,36,-2.9459512825788754,9,,0.8173907898589859,0.01,4,0.463,True,,Non-stationary,38,True,False,ENERGY_2022|post_break
GERMANY,M2,first_diff,first_diff,GFC_2008,2008-09,pre_break,2001-02,2008-08,-4.516872214324272,0.00018328754550104437,11,79,-2.898885703483903,11,,0.08673678721980711,0.1,3,0.463,True,,Stationary,91,False,False,GFC_2008|pre_break
GERMANY,M2,first_diff,first_diff,GFC_2008,2008-09,post_break,2008-09,2025-03,-3.867964272248456,0.0022836792746840093,14,184,-2.8773796387256514,14,,0.1597550430530108,0.1,7,0.463,True,,Stationary,199,False,False,GFC_2008|post_break
GERMANY,M2,first_diff,first_diff,COVID_2020,2020-03,pre_break,2001-02,2020-02,-3.2985001694030553,0.014945650219998656,14,214,-2.875142613826617,14,,0.08506971786877165,0.1,7,0.463,True,,Stationary,229,False,False,COVID_2020|pre_break
GERMANY,M2,first_diff,first_diff,COVID_2020,2020-03,post_break,2020-03,2025-03,-3.3328305061757892,0.01347323086363468,10,50,-2.92135992,10,,0.2018990810390252,0.1,4,0.463,True,,Stationary,61,False,False,COVID_2020|post_break
GERMANY,M2,first_diff,first_diff,ENERGY_2022,2022-02,pre_break,2001-02,2022-01,-3.3705872365763856,0.012003361356309653,14,237,-2.8738137461081323,15,,0.07988276051910438,0.1,7,0.463,True,,Stationary,252,False,False,ENERGY_2022|pre_break
GERMANY,M2,first_diff,first_diff,ENERGY_2022,2022-02,post_break,2022-02,2025-03,-1.7241207901706457,0.41872952093588356,7,30,-2.9640707407407407,9,,0.41668263578482523,0.06996438112723051,4,0.463,False,,Inconclusive,38,True,False,ENERGY_2022|post_break
