country,equation,regressor,coef,std_err,t_stat,p_value,ci_lo,ci_hi,signif_5pct
UK,UK_CPI,const,0.003530897028475764,0.04435712516773759,0.07960157505978098,0.9365541424774251,-0.0834090683002899,0.09047086235724144,False
UK,UK_CPI,UK_D_GFC_2008,0.044771598169615075,0.04231397816230903,1.058080570866654,0.2900187114007744,-0.038163799028510616,0.12770699536774077,False
UK,UK_CPI,UK_D_COVID_2020,0.20410644383141685,0.0951906246320731,2.1441864114278135,0.032017953433950044,0.017532819552553564,0.3906800681102801,True
UK,UK_CPI,UK_D_ENERGY_2022,-0.3514967825736946,0.10958336470277519,-3.207574283989776,0.0013385948567136545,-0.5662801773911339,-0.13671338775625524,True
UK,UK_CPI,UK_P_GFC,-0.37146937829961246,0.12905591204960637,-2.878360025512256,0.003997486368951128,-0.6244189659168409,-0.118519790682384,True
UK,UK_CPI,UK_P_COVID,-0.08240238953646467,0.18976359028176043,-0.4342370916049482,0.6641162807947731,-0.4543390264887151,0.28953424741578576,False
UK,UK_CPI,UK_GDP_x_D_ENERGY_2022,0.12420742358440084,0.03479501665648417,3.5696900165516765,0.00035740389546498846,0.05600919093769187,0.19240565623110983,True
UK,UK_CPI,L1.UK_CPI,-0.10879985928874207,0.05495001524152142,-1.9799786917352944,0.04770592306404578,-0.21650188916212404,-0.0010978294153600882,True
UK,UK_CPI,L1.UK_POLICY_RATE,-0.0018839721201304171,0.09504182856348316,-0.019822557589703974,0.98418492306335,-0.1881659561045574,0.18439801186429658,False
UK,UK_CPI,L1.UK_UNEMPLOYMENT,0.5364283210346719,0.16709724779276447,3.2102762201083954,0.0013260747647023232,0.20891771536085352,0.8639389267084903,True
UK,UK_CPI,L1.UK_GDP,0.05267659177842021,0.017898907616251812,2.943005959234687,0.003250421613451641,0.01759473285056666,0.08775845070627376,True
UK,UK_CPI,L1.UK_M2,-0.04722481648131387,0.0205549697001628,-2.29748898539801,0.021590890693180306,-0.08751255709363295,-0.00693707586899478,True
UK,UK_CPI,L2.UK_CPI,-0.04926507405724727,0.05478088037579326,-0.8993114699744158,0.3684867795854413,-0.15663559959380208,0.05810545147930753,False
