date,USA_CPI_roll3_mean,USA_CPI_roll3_std,USA_CPI_roll12_mean,USA_CPI_roll12_std,USA_POLICY_RATE_roll3_mean,USA_POLICY_RATE_roll3_std,USA_POLICY_RATE_roll12_mean,USA_POLICY_RATE_roll12_std,USA_UNEMPLOYMENT_roll3_mean,USA_UNEMPLOYMENT_roll3_std,USA_UNEMPLOYMENT_roll12_mean,USA_UNEMPLOYMENT_roll12_std,USA_GDP_roll3_mean,USA_GDP_roll3_std,USA_GDP_roll12_mean,USA_GDP_roll12_std,USA_M2_roll3_mean,USA_M2_roll3_std,USA_M2_roll12_mean,USA_M2_roll12_std
2003-03-01,2.9762446289777866,0.19887897003307198,2.0310563423153662,0.699050141578937,0.003333333333333336,0.015275252316517478,-0.04,0.12075519939869327,-0.033333333333333215,0.15275252316519497,0.01666666666666668,0.11934162828797112,3.717511333333333,0.0949401622356685,3.5357203333333334,0.33646840083980506,6.537093666666667,0.11499022929062304,6.838964916666666,0.561352202560505
2003-04-01,2.7821343292576244,0.5291468828896099,2.0753175555073406,0.6890579689322852,0.006666666666666672,0.015275252316517473,-0.04083333333333333,0.1203372785385335,0.06666666666666672,0.05773502691896257,0.008333333333333304,0.10836246694508322,3.8121493333333336,0.09433516006948314,3.6344541666666665,0.2341142318546173,6.837284333333334,0.43379462403804964,6.86131925,0.5762498306620273
2003-05-01,2.3648286632899453,0.5889095543149818,2.1297605283785495,0.6412843115418316,0.0,0.009999999999996963,-0.04083333333333333,0.1203372785385335,0.06666666666666643,0.05773502691896231,0.024999999999999984,0.10552897060221725,4.0312816666666675,0.3014540696927723,3.7466724166666663,0.23991880802033888,7.298641333333333,0.6233516391895648,6.8856262500000005,0.615648602255316
2003-06-01,2.006016987171836,0.14897726859033855,2.203056967786826,0.5532743574109688,-0.010000000000000009,0.02645751311064479,-0.04416666666666667,0.11965543966917773,0.13333333333333316,0.05773502691896282,0.041666666666666664,0.11645001528813151,4.374192666666667,0.46735017669017087,3.872143833333333,0.3659191877683642,7.773336333333333,0.3927276775582834,6.958875250000001,0.7031133349645168
2003-07-01,1.9661603430207137,0.08209501070848504,2.2522187281943586,0.505979723549102,-0.08333333333333333,0.11150485789118458,-0.06,0.12841693459551617,0.06666666666666672,0.15275252316519447,0.03333333333333336,0.12309149097933271,4.840172333333334,0.46460666936811523,4.01063925,0.5428073853723332,8.028372666666668,0.10724217609842598,7.01621075,0.7681822226648958
2003-08-01,2.0734656977431007,0.1345427684429108,2.291268988390629,0.4809460578366156,-0.07666666666666666,0.11930353445448828,-0.059166666666666666,0.12894384495397654,0.0,0.17320508075688784,0.03333333333333329,0.1230914909793328,5.275118,0.42019438486847893,4.177121416666666,0.7126861537364945,8.164966666666666,0.12972666068440755,7.082160166666667,0.845719821250599
2003-09-01,2.2166468738735956,0.1613822970004217,2.3631286832357543,0.4143969920539537,-0.06999999999999999,0.12288205727444483,-0.06166666666666667,0.12776635873438053,-0.06666666666666672,0.05773502691896251,0.03333333333333329,0.1230914909793328,5.679362,0.37474634362859144,4.371456916666666,0.8763868411286972,7.927660333333333,0.4937432292409944,7.218408083333333,0.733490396745641
2003-10-01,2.2121092236405904,0.1682229020328287,2.3643716480548806,0.4133181881659788,0.0,0.019999999999998377,-0.06166666666666667,0.12776635873438053,-0.06666666666666672,0.05773502691896251,0.024999999999999984,0.12880570286640688,6.053234333333333,0.3729963389851575,4.593513416666666,1.0315675045733643,7.348290666666666,0.9781161666674976,7.181759166666666,0.7666156959533009
2003-11-01,2.1162119481915673,0.23398576067964472,2.3372761087954497,0.4315033647504884,-0.010000000000000009,0.009999999999996772,-0.02833333333333334,0.06575897219575758,-0.09999999999999994,0.10000000000000002,-0.008333333333333378,0.1311372170551507,6.333207666666667,0.24647680202471461,4.8272821666666665,1.1276726439533309,6.414181333333334,0.9309027661535397,7.067871583333333,0.9047666744148533
2003-12-01,2.0018402602853147,0.0637122446128034,2.300187187577133,0.43718521830071766,-0.010000000000000009,0.009999999999996772,-0.021666666666666667,0.061766912786309046,-0.13333333333333316,0.05773502691896276,-0.024999999999999984,0.12880570286640688,6.519656666666667,0.09361117891219249,5.072680666666667,1.17209094328751,5.654978333333333,0.6443651489833281,6.973267166666666,1.048385012599231
2004-01-01,1.9966217140151417,0.05927159494278534,2.2392564024835173,0.4182012944743958,-0.003333333333333336,0.020816659994659776,-0.02,0.06266795614405117,-0.09999999999999994,0.10000000000000002,-0.008333333333333304,0.11645001528813151,6.612953,0.09298067616982189,5.329627250000001,1.163207669781291,5.08389,0.43346463200700636,6.8244594166666666,1.2413050668889807
2004-02-01,1.9166478818131383,0.19767270894292074,2.1177885477594383,0.3340985527119044,0.003333333333333336,0.020816659994659762,-0.020833333333333332,0.062152061815186635,-0.06666666666666672,0.05773502691896251,-0.02500000000000006,0.1138180365958992,6.715971000000001,0.1082369600598503,5.588894583333334,1.1170805592202016,4.805932666666667,0.24997504439903717,6.670930500000001,1.387602036949057
2004-03-01,1.8182720844726645,0.18198592241307768,2.010694051450853,0.19293482785353067,0.006666666666666672,0.015275252316517315,-0.020833333333333332,0.062152061815186635,0.033333333333333215,0.15275252316519494,-0.008333333333333378,0.1311372170551507,6.828585333333334,0.12258834672321603,5.8504491666666665,1.0271258780753945,4.752348666666666,0.15748413448439855,6.527080916666667,1.4755919745519948
2004-04-01,1.9070352355286573,0.3348846607082406,2.0204816290512757,0.20465774925056512,0.0,0.009999999999996732,-0.021666666666666667,0.061766912786309046,-0.03333333333333351,0.2081665999466135,-0.03333333333333336,0.13706888336846845,6.950672333333333,0.1215843413286916,6.1142579999999995,0.8781560748842888,4.859938333333333,0.1582222861429479,6.330122916666666,1.5156170934710143
2004-05-01,2.3101369618113785,0.5790408483643916,2.1041156223897963,0.3205750299995295,-0.003333333333333336,0.005773502691890613,-0.021666666666666667,0.061766912786309046,0.0,0.20000000000000012,-0.041666666666666664,0.13113721705515077,6.954354666666667,0.11609674784563043,6.319662833333332,0.7057213866707699,5.034959333333333,0.14694507106161148,6.10501,1.4600695772292323
2004-06-01,2.7860008993731236,0.44812228987206615,2.205690029501175,0.43834983632624924,0.010000000000000009,0.017320508075686872,-0.015833333333333328,0.06316764611058028,-0.06666666666666672,0.11547005383792516,-0.05833333333333335,0.10836246694508325,6.841109666666667,0.2304121176074117,6.467178416666666,0.5322487183337323,4.921664000000001,0.3077113006894094,5.8141628333333335,1.3752883094897024
2004-07-01,3.001667224523537,0.14527334568431244,2.279358349426982,0.4828494478035847,0.08666666666666667,0.12503332889007338,0.020833333333333332,0.0677506569352025,-0.033333333333333215,0.057735026918962186,-0.05833333333333335,0.10836246694508325,6.612385666666667,0.22702755600219782,6.557311333333334,0.38999521012101224,4.599112333333333,0.6014364486380085,5.472807833333333,1.2607956795917497
2004-08-01,2.884889603311932,0.3137165619240234,2.306971598782004,0.4883444859129576,0.1433333333333333,0.10263202878893728,0.033333333333333326,0.08026471355723028,-0.06666666666666643,0.05773502691896218,-0.05833333333333327,0.10836246694508322,6.464105333333333,0.12753150732791763,6.616909666666667,0.2839610059642725,4.0146646666666665,0.5717463508517537,5.0674345,1.02378868798128
2004-09-01,2.675389628735969,0.2288288346966166,2.3203757182167677,0.4926692091030833,0.19333333333333336,0.032145502536641876,0.05000000000000001,0.08852323783258056,-0.06666666666666643,0.057735026918962186,-0.05833333333333327,0.10836246694508322,6.395092000000001,0.009156053079636623,6.646110916666667,0.23450079723782044,3.977602333333333,0.5164070425248831,4.826648333333334,0.7303433004195157
2004-10-01,2.7591691663714446,0.37392479501383113,2.4161233351096953,0.5427416166188265,0.16666666666666666,0.015275252316516963,0.0625,0.09136589775582166,0.0,0.09999999999999956,-0.041666666666666664,0.11645001528813151,6.404194666666666,0.009049051736534357,6.645051416666667,0.23561207415019117,4.345333666666666,0.835296717355754,4.722068583333334,0.5613016771705033
2004-11-01,3.1172345488270707,0.5449751814205872,2.5572272489408796,0.6191384524992171,0.16666666666666666,0.015275252316516963,0.0775,0.09313968005098569,0.0,0.09999999999999956,-0.03333333333333329,0.10730867399773192,6.484624666666666,0.13153381328514138,6.654763916666667,0.23236241296320376,5.010245666666666,0.4881145105744151,4.716450583333333,0.552949262542942
2004-12-01,3.384951229497483,0.218495886920141,2.66615346051981,0.6337576558236789,0.18333333333333335,0.04163331998932184,0.09833333333333334,0.09721890326225212,0.0,0.09999999999999956,-0.024999999999999984,0.10552897060221725,6.635786,0.22224467396092282,6.6751432500000005,0.23901110865553735,5.440862666666667,0.3351130160860694,4.773119416666666,0.6252712221601863
2005-01-01,3.2696045134291327,0.39344595099808427,2.734369034963193,0.6018764524778432,0.17333333333333326,0.055075705472860566,0.10666666666666665,0.09413079230839419,-0.06666666666666672,0.05773502691896242,-0.03333333333333336,0.10730867399773196,6.857090666666667,0.220361661205687,6.706085833333334,0.26587075822417183,5.650672,0.17943522159534298,4.863764083333333,0.6814091983029551
2005-02-01,3.0800727213263763,0.24982257085817025,2.8480834588191897,0.5078688682227543,0.19000000000000003,0.06082762530298184,0.12416666666666666,0.09404624909956247,0.0,0.10000000000000045,-0.016666666666666607,0.11146408580454256,6.9600599999999995,0.11045252571125976,6.715786166666667,0.2727932678404283,5.562348666666666,0.3318808548143486,4.905554583333333,0.684376439011232
2005-03-01,3.0349137886791717,0.1816621750393213,2.970313886571437,0.37646468471971156,0.1566666666666666,0.05507570547286056,0.13583333333333333,0.08404093519160036,-0.06666666666666672,0.152752523165195,-0.04999999999999997,0.10000000000000003,6.945786333333333,0.1311241060306221,6.7044435,0.2648375537403653,5.209652999999999,0.5093164429467868,4.8874455,0.6864502950134596
2005-04-01,3.2072201543047463,0.15438370417414582,3.059415264657215,0.32440734321667075,0.17000000000000007,0.04582575694955767,0.14916666666666667,0.07242028009954776,-0.033333333333333215,0.15275252316519491,-0.03333333333333329,0.08876253645985945,6.815346333333333,0.1297535939476431,6.672254333333334,0.23822781399413306,4.712272333333334,0.4693974730325021,4.826847583333333,0.7103490978361292
2005-05-01,3.1459740696997716,0.25183108692103096,3.057042735791288,0.3257982140374739,0.16666666666666666,0.040414518843272844,0.16666666666666666,0.056782412983620245,-0.10000000000000024,0.09999999999999992,-0.041666666666666664,0.09003366373785203,6.742188666666666,0.06606890597194674,6.662744666666666,0.23314778916087767,4.065482333333333,0.7537069478844518,4.663185333333334,0.8315952894241262
2005-06-01,2.924035982051199,0.4131128129650896,3.0048226572409558,0.35533598759953644,0.13666666666666671,0.08736894948054058,0.16749999999999998,0.054626833233227874,-0.06666666666666672,0.05773502691896238,-0.04999999999999997,0.0904534033733291,6.725713,0.03982318456623813,6.675594333333334,0.23429923976686814,3.734909666666667,0.5008842796547862,4.590756916666667,0.8749527860089261
2005-07-01,2.8258250741971302,0.2657457693659743,3.0154547270756136,0.3551149086815832,0.1566666666666666,0.10115993936995629,0.16666666666666666,0.05365433699886578,-0.06666666666666672,0.05773502691896239,-0.041666666666666664,0.09003366373785203,6.765328333333334,0.03940668035155819,6.71049,0.21783899344699328,3.6585569999999996,0.3904267303911967,4.59170875,0.8742583395298259
2005-08-01,3.0850405639936427,0.5531705058803881,3.1070804759617148,0.3650833678714013,0.16666666666666666,0.11015141094572167,0.17250000000000001,0.05770221360177991,-0.06666666666666643,0.05773502691896213,-0.041666666666666664,0.09003366373785203,6.741834,0.07740269680054253,6.732176833333333,0.195386166859762,3.9426019999999995,0.19330464647535459,4.645169666666667,0.8157591365323665
