country,form,feature_name,category,selected_alpha,coef_full_train,coef_fold_mean,coef_fold_std,coef_fold_min,coef_fold_max,abs_coef_full,sign_stable,n_folds_same_sign_as_full,rank_abs_full
UK,primary,UK_POLICY_RATE_lag12,lag,100.0,0.004103126325645965,0.013055589612235324,0.00594411896039115,0.00784991540334708,0.022022697358124146,0.004103126325645965,True,5,31
UK,primary,UK_UNEMPLOYMENT_lag1,lag,100.0,0.017127419415381304,0.013172875278165335,0.0045070611222919905,0.008029881446118424,0.017986044496986604,0.017127419415381304,True,5,7
UK,primary,UK_UNEMPLOYMENT_lag3,lag,100.0,-0.005239375940087787,0.003740120618616557,0.004300079609243679,-0.0009922078625724425,0.008475709403967212,0.005239375940087787,False,1,26
UK,primary,UK_UNEMPLOYMENT_lag6,lag,100.0,-0.00471805306193583,0.004394170930097466,0.005349648758382936,-0.002380369321924741,0.009586718118704814,0.00471805306193583,False,2,28
UK,primary,UK_UNEMPLOYMENT_lag12,lag,100.0,-0.008455346488786403,-0.014203737727629465,0.002290731495121447,-0.01748985038948832,-0.01152134255371747,0.008455346488786403,True,5,16
UK,primary,UK_GDP_lag1,lag,100.0,0.0021957292571431492,0.0012323140308156352,0.003308711252434811,-0.003077851489547224,0.004509355706145799,0.0021957292571431492,False,3,38
UK,primary,UK_GDP_lag3,lag,100.0,0.004758603621695156,0.003539430682692691,0.0033746172499314765,-0.001428820044707832,0.006856132937849145,0.004758603621695156,False,4,27
UK,primary,UK_GDP_lag6,lag,100.0,0.001103777551761849,0.0026364610617884187,0.0025241725960793195,-0.0003170984059597407,0.006568947124165711,0.001103777551761849,False,4,42
UK,primary,UK_GDP_lag12,lag,100.0,-0.011579632102017266,-0.006718755763486972,0.007451514929013593,-0.013831438337481737,0.0019278102172615727,0.011579632102017266,False,3,10
UK,primary,UK_M2_lag1,lag,100.0,-0.00540425733291624,-9.849833239143632e-05,0.0018252246542780702,-0.0019818567616457883,0.0019220860819926465,0.00540425733291624,False,3,25
UK,primary,UK_M2_lag3,lag,100.0,0.0055256955245762095,0.0034196915537673374,0.0016286585509306987,0.0007731919298579425,0.005085993405223024,0.0055256955245762095,True,5,24
UK,primary,UK_M2_lag6,lag,100.0,0.004201410466389636,0.002718204917274548,0.00238559655585918,0.00040442627813742785,0.006452298157878872,0.004201410466389636,True,5,30
UK,primary,UK_M2_lag12,lag,100.0,-0.0035706923848603587,-0.00259947285630542,0.003850770952931708,-0.006830793175310923,0.0030367937386554652,0.0035706923848603587,False,4,32
UK,primary,UK_CPI_roll3_mean,rolling,100.0,0.07946465193663065,0.052822270807742176,0.02169897132432548,0.02345848997295825,0.07544976774238707,0.07946465193663065,True,5,2
UK,primary,UK_CPI_roll3_std,rolling,100.0,-0.0072532811515261105,-0.010753792483721821,0.002345670637883974,-0.013770111616141997,-0.007340429965983407,0.0072532811515261105,True,5,18
UK,primary,UK_CPI_roll12_mean,rolling,100.0,0.01736673155487761,0.016176959856517667,0.0016714894592972686,0.013745403976076955,0.017741361151542255,0.01736673155487761,True,5,6
UK,primary,UK_CPI_roll12_std,rolling,100.0,0.0005913125458600909,0.005340797724070606,0.002350787699936463,0.002845900581653454,0.008518385883754444,0.0005913125458600909,True,5,45
UK,primary,UK_POLICY_RATE_roll3_mean,rolling,100.0,0.0008061918202311044,0.0005870493070596292,0.008198361732788212,-0.013333414463115718,0.006623675199689496,0.0008061918202311044,False,3,44
UK,primary,UK_POLICY_RATE_roll3_std,rolling,100.0,-0.005879874332750235,-0.005670541587981302,0.003164002328531234,-0.010204383880788124,-0.002462901742588837,0.005879874332750235,True,5,22
UK,primary,UK_POLICY_RATE_roll12_mean,rolling,100.0,-0.0016692460688140943,0.00024420028815888144,0.002096076056880996,-0.002744649570533345,0.0030872830902825615,0.0016692460688140943,False,2,40
UK,primary,UK_POLICY_RATE_roll12_std,rolling,100.0,0.0016502410394664093,-0.0024076109027842225,0.002123522581581977,-0.005753368533743059,-0.0007999967489778334,0.0016502410394664093,False,0,41
UK,primary,UK_UNEMPLOYMENT_roll3_mean,rolling,100.0,0.008557904657451727,0.0073327234466642535,0.004316350222332002,0.002715936412452552,0.011501795970462855,0.008557904657451727,True,5,15
UK,primary,UK_UNEMPLOYMENT_roll3_std,rolling,100.0,0.004256478357069349,0.002689441624856201,0.0037408147880438614,-0.0017076836194363368,0.007105190491723774,0.004256478357069349,False,4,29
UK,primary,UK_UNEMPLOYMENT_roll12_mean,rolling,100.0,0.0031022501369736056,0.0018509766385275503,0.0024550434300154808,-0.0007005110084978734,0.005042996821870756,0.0031022501369736056,False,4,33
UK,primary,UK_UNEMPLOYMENT_roll12_std,rolling,100.0,-0.005654319455654111,-0.0032785818353788217,0.0038737458134667363,-0.006872719664110763,0.002325481883605372,0.005654319455654111,False,4,23
UK,primary,UK_GDP_roll3_mean,rolling,100.0,0.002929783902660236,0.0016079782603105116,0.003622050796231093,-0.0031758853348688486,0.005072448928183572,0.002929783902660236,False,3,34
UK,primary,UK_GDP_roll3_std,rolling,100.0,0.0028899117244490114,0.003891931251344718,0.006711311881609487,-0.007966568351502865,0.008184942889231325,0.0028899117244490114,False,4,35
UK,primary,UK_GDP_roll12_mean,rolling,100.0,-0.00012176213154628534,0.0008284932808620193,0.0015595498577708209,-0.0011018485289344807,0.0029871414901876873,0.00012176213154628534,False,2,46
UK,primary,UK_GDP_roll12_std,rolling,100.0,-0.002222595862438451,-0.0052328504166218644,0.002912556075033692,-0.008755198068268738,-0.002610805952680193,0.002222595862438451,True,5,37
UK,primary,UK_M2_roll3_mean,rolling,100.0,-0.00923938156873557,-0.00510020575183451,0.004060573641962432,-0.009608846067829751,-0.0002749327550299911,0.00923938156873557,True,5,13
UK,primary,UK_M2_roll3_std,rolling,100.0,0.01373311291226551,0.008448508339208575,0.004096170124337553,0.004143633166175563,0.014267189996575586,0.01373311291226551,True,5,8
UK,primary,UK_M2_roll12_mean,rolling,100.0,0.011095280389497158,-0.0017181406750718538,0.006366426570491867,-0.011703931659581928,0.00533195747129363,0.011095280389497158,False,2,11
