country,pi0,candidate_date,wald_f
UK,0.1,2013-07-01,2.8780145010470264
UK,0.1,2013-08-01,2.88509782374618
UK,0.1,2013-09-01,2.967684752477173
UK,0.1,2013-10-01,3.066733253050579
UK,0.1,2013-11-01,3.0023080349519904
UK,0.1,2013-12-01,3.013354083133236
UK,0.1,2014-01-01,3.064657793474803
UK,0.1,2014-02-01,2.428497861756548
UK,0.1,2014-03-01,2.526192121782103
UK,0.1,2014-04-01,2.524058483524365
UK,0.1,2014-05-01,2.6007033301800497
UK,0.1,2014-06-01,2.5412558931998475
UK,0.1,2014-07-01,2.5428517537956052
UK,0.1,2014-08-01,2.4552240672584076
UK,0.1,2014-09-01,2.444399706068023
UK,0.1,2014-10-01,2.453529550291411
UK,0.1,2014-11-01,2.4742241700945824
UK,0.1,2014-12-01,2.353683733567792
UK,0.1,2015-01-01,2.397139851072171
UK,0.1,2015-02-01,2.592306914037662
UK,0.1,2015-03-01,2.607787401497616
UK,0.1,2015-04-01,2.6392305029912917
UK,0.1,2015-05-01,2.538701670656692
UK,0.1,2015-06-01,2.5387894786808545
UK,0.1,2015-07-01,2.5304045183354953
UK,0.1,2015-08-01,2.5633235729141264
UK,0.1,2015-09-01,2.550499616863065
UK,0.1,2015-10-01,2.541393081191102
UK,0.1,2015-11-01,2.5666607744946033
UK,0.1,2015-12-01,2.655896453201867
UK,0.1,2016-01-01,2.7058928085562894
UK,0.1,2016-02-01,3.2642395012455396
UK,0.1,2016-03-01,3.2272708769431375
UK,0.1,2016-04-01,3.184370270087338
UK,0.1,2016-05-01,3.185959613876973
UK,0.1,2016-06-01,3.195474906505804
UK,0.1,2016-07-01,3.302529482220873
UK,0.1,2016-08-01,4.478095239932067
UK,0.1,2016-09-01,4.514155114114458
UK,0.1,2016-10-01,4.401992880842904
UK,0.1,2016-11-01,4.53996604534778
UK,0.1,2016-12-01,4.535988358991721
UK,0.1,2017-01-01,4.489761994361137
UK,0.1,2017-02-01,4.562408451350768
UK,0.1,2017-03-01,4.32885820659018
UK,0.1,2017-04-01,4.267742165794443
UK,0.1,2017-05-01,4.055120001350136
UK,0.1,2017-06-01,4.0137583963386465
UK,0.1,2017-07-01,3.8494776167847293
UK,0.1,2017-08-01,3.735633233190466
UK,0.1,2017-09-01,3.5780781979111973
UK,0.1,2017-10-01,3.545460211316141
UK,0.1,2017-11-01,3.6824882461531416
UK,0.1,2017-12-01,3.7522493634899616
UK,0.1,2018-01-01,3.733546036140867
UK,0.1,2018-02-01,3.9799668743016
UK,0.1,2018-03-01,3.9235110809194906
UK,0.1,2018-04-01,3.909780063400408
UK,0.1,2018-05-01,3.9714500402984747
UK,0.1,2018-06-01,3.957070598094428
UK,0.1,2018-07-01,4.123311043944355
UK,0.1,2018-08-01,4.1813090110726225
UK,0.1,2018-09-01,3.9336000732444907
UK,0.1,2018-10-01,3.9577426611423183
UK,0.1,2018-11-01,4.018393446293021
UK,0.1,2018-12-01,4.046798321985906
UK,0.1,2019-01-01,4.075235618026527
UK,0.1,2019-02-01,4.616522095020767
UK,0.1,2019-03-01,4.724181685942063
UK,0.1,2019-04-01,4.7046872152444665
UK,0.1,2019-05-01,4.384730648763528
UK,0.1,2019-06-01,4.345021604469982
UK,0.1,2019-07-01,4.437586319615032
UK,0.1,2019-08-01,4.538292347275805
UK,0.1,2019-09-01,4.48096569181156
UK,0.1,2019-10-01,4.48419169694548
UK,0.1,2019-11-01,4.443434885708625
UK,0.1,2019-12-01,4.447714849823461
UK,0.1,2020-01-01,4.829342101107459
UK,0.1,2020-02-01,4.978070648707306
UK,0.1,2020-03-01,4.825803420703408
UK,0.1,2020-04-01,5.077695379746117
UK,0.1,2020-05-01,5.709987959579639
UK,0.1,2020-06-01,5.638674515109075
UK,0.1,2020-07-01,5.685461797374895
UK,0.1,2020-08-01,5.785793505756686
UK,0.1,2020-09-01,6.916990217252753
UK,0.1,2020-10-01,6.694454565872294
UK,0.1,2020-11-01,6.870441015350311
UK,0.1,2020-12-01,7.044033942441176
UK,0.1,2021-01-01,7.303726989437566
UK,0.1,2021-02-01,7.01514236780383
UK,0.1,2021-03-01,7.020760601473759
UK,0.1,2021-04-01,7.232460252208007
UK,0.1,2021-05-01,6.193404618749928
UK,0.1,2021-06-01,6.1937964346334935
UK,0.1,2021-07-01,7.320677315288319
UK,0.1,2021-08-01,8.961806637860594
UK,0.1,2021-09-01,8.066967048748946
UK,0.1,2021-10-01,8.231666861089172
UK,0.1,2021-11-01,6.6498359581621544
UK,0.1,2021-12-01,5.860372645515495
UK,0.1,2022-01-01,5.841386330784264
UK,0.1,2022-02-01,8.45684034992924
UK,0.1,2022-03-01,12.568941366924587
UK,0.1,2022-04-01,6.435007027409652
UK,0.1,2022-05-01,5.942649298858823
UK,0.1,2022-06-01,6.178526804619617
UK,0.1,2022-07-01,4.592633704736348
UK,0.1,2022-08-01,3.8224525082172995
UK,0.1,2022-09-01,3.3191847343810905
UK,0.1,2022-10-01,2.82571327545729
UK,0.1,2022-11-01,1.5984114305390187
GERMANY,0.1,2003-07-01,0.33444212130649986
GERMANY,0.1,2003-08-01,0.40260268936793964
GERMANY,0.1,2003-09-01,0.3557971138731285
GERMANY,0.1,2003-10-01,0.35353762933056926
GERMANY,0.1,2003-11-01,0.3605676158830725
GERMANY,0.1,2003-12-01,0.40008944928269913
GERMANY,0.1,2004-01-01,0.22615284215331782
GERMANY,0.1,2004-02-01,0.24424813369048048
GERMANY,0.1,2004-03-01,0.3063643870413163
GERMANY,0.1,2004-04-01,0.255459213075478
GERMANY,0.1,2004-05-01,0.2350964541044891
GERMANY,0.1,2004-06-01,0.23375868141403805
GERMANY,0.1,2004-07-01,0.24381237788476237
GERMANY,0.1,2004-08-01,0.23634780517776327
GERMANY,0.1,2004-09-01,0.24497370112482394
GERMANY,0.1,2004-10-01,0.28574156859765304
GERMANY,0.1,2004-11-01,0.30107604686324396
GERMANY,0.1,2004-12-01,0.37840049206064874
GERMANY,0.1,2005-01-01,0.17025144436333073
GERMANY,0.1,2005-02-01,0.43664308520825035
GERMANY,0.1,2005-03-01,0.4009370578747977
GERMANY,0.1,2005-04-01,0.3010175633410726
GERMANY,0.1,2005-05-01,0.4294233739453402
GERMANY,0.1,2005-06-01,0.3992834330319878
GERMANY,0.1,2005-07-01,0.3978940333123207
GERMANY,0.1,2005-08-01,0.3330278575593994
GERMANY,0.1,2005-09-01,0.3357752521718715
GERMANY,0.1,2005-10-01,0.3355335754911829
GERMANY,0.1,2005-11-01,0.33470161009396676
GERMANY,0.1,2005-12-01,0.353285630278627
GERMANY,0.1,2006-01-01,0.41341964750803306
GERMANY,0.1,2006-02-01,0.3861427494138871
GERMANY,0.1,2006-03-01,0.3804903871229316
GERMANY,0.1,2006-04-01,0.45131626121729074
GERMANY,0.1,2006-05-01,0.45598802387678683
GERMANY,0.1,2006-06-01,0.4738529694097918
GERMANY,0.1,2006-07-01,0.47951171006687154
GERMANY,0.1,2006-08-01,0.46967300093648146
GERMANY,0.1,2006-09-01,0.6276364860933265
GERMANY,0.1,2006-10-01,0.8873887533508036
GERMANY,0.1,2006-11-01,1.0410016381659981
GERMANY,0.1,2006-12-01,1.2323532290789125
GERMANY,0.1,2007-01-01,0.775265669479257
GERMANY,0.1,2007-02-01,0.9069375578557791
GERMANY,0.1,2007-03-01,0.7026828637935483
GERMANY,0.1,2007-04-01,0.6906002650957793
GERMANY,0.1,2007-05-01,0.6980282327188412
GERMANY,0.1,2007-06-01,0.7261133024499555
GERMANY,0.1,2007-07-01,0.7931831858650839
GERMANY,0.1,2007-08-01,0.6223903589862249
GERMANY,0.1,2007-09-01,0.680864033348715
GERMANY,0.1,2007-10-01,0.6785423277506232
GERMANY,0.1,2007-11-01,0.6651151034193932
GERMANY,0.1,2007-12-01,0.6265149924789081
GERMANY,0.1,2008-01-01,0.6814308087887596
GERMANY,0.1,2008-02-01,0.667447501054775
GERMANY,0.1,2008-03-01,0.6865697784353944
GERMANY,0.1,2008-04-01,0.7868456142164213
GERMANY,0.1,2008-05-01,0.642578808500055
GERMANY,0.1,2008-06-01,1.0390783437047795
GERMANY,0.1,2008-07-01,1.079415202675331
GERMANY,0.1,2008-08-01,1.2534209178512434
GERMANY,0.1,2008-09-01,0.9087032889113343
GERMANY,0.1,2008-10-01,0.801707342594128
GERMANY,0.1,2008-11-01,0.7507412818858806
GERMANY,0.1,2008-12-01,0.7353882281559125
GERMANY,0.1,2009-01-01,0.7744100762376547
GERMANY,0.1,2009-02-01,0.6081113954003349
GERMANY,0.1,2009-03-01,0.922331593317784
GERMANY,0.1,2009-04-01,0.813073018729759
GERMANY,0.1,2009-05-01,0.9056228787172393
GERMANY,0.1,2009-06-01,0.8186184829135315
GERMANY,0.1,2009-07-01,1.1279005724375504
GERMANY,0.1,2009-08-01,1.1824696377559765
GERMANY,0.1,2009-09-01,1.4244359148893058
GERMANY,0.1,2009-10-01,1.1165243479797453
GERMANY,0.1,2009-11-01,1.0964484552434342
GERMANY,0.1,2009-12-01,0.9998047748886773
GERMANY,0.1,2010-01-01,1.123709797203356
GERMANY,0.1,2010-02-01,1.0193696285584575
GERMANY,0.1,2010-03-01,1.0286447307774127
GERMANY,0.1,2010-04-01,1.0359157195966766
GERMANY,0.1,2010-05-01,1.0382669426999969
GERMANY,0.1,2010-06-01,1.0694799777569544
GERMANY,0.1,2010-07-01,1.0840477626861007
GERMANY,0.1,2010-08-01,1.0951242742941
GERMANY,0.1,2010-09-01,1.10686707601253
GERMANY,0.1,2010-10-01,1.2473069970552442
GERMANY,0.1,2010-11-01,1.3076477105246496
GERMANY,0.1,2010-12-01,1.3163738214605694
GERMANY,0.1,2011-01-01,1.1788709070189665
GERMANY,0.1,2011-02-01,1.4866483045771153
GERMANY,0.1,2011-03-01,1.3107653838491438
GERMANY,0.1,2011-04-01,1.3677736209963391
GERMANY,0.1,2011-05-01,1.5851640987952131
GERMANY,0.1,2011-06-01,1.6945258649988415
GERMANY,0.1,2011-07-01,1.7303517223122793
GERMANY,0.1,2011-08-01,1.7151929664958048
GERMANY,0.1,2011-09-01,1.7127050101885293
GERMANY,0.1,2011-10-01,1.7316376180760877
GERMANY,0.1,2011-11-01,1.722607878037526
GERMANY,0.1,2011-12-01,1.80064573473311
GERMANY,0.1,2012-01-01,1.835065082612798
GERMANY,0.1,2012-02-01,1.7622357651574247
GERMANY,0.1,2012-03-01,1.7786878696024275
GERMANY,0.1,2012-04-01,1.7894155195835642
GERMANY,0.1,2012-05-01,1.7679665051439148
GERMANY,0.1,2012-06-01,1.7613768094676179
GERMANY,0.1,2012-07-01,1.754906487876174
GERMANY,0.1,2012-08-01,1.9268934474519415
GERMANY,0.1,2012-09-01,2.1382755824775423
GERMANY,0.1,2012-10-01,2.131478317284885
GERMANY,0.1,2012-11-01,2.1237891308576655
GERMANY,0.1,2012-12-01,2.124709621042249
GERMANY,0.1,2013-01-01,2.1598872059125194
GERMANY,0.1,2013-02-01,2.2279602517773713
GERMANY,0.1,2013-03-01,2.2689419304270873
GERMANY,0.1,2013-04-01,2.4527275809032676
GERMANY,0.1,2013-05-01,2.4585215306232504
GERMANY,0.1,2013-06-01,2.461044616750862
GERMANY,0.1,2013-07-01,2.4726863291456653
GERMANY,0.1,2013-08-01,2.5089597486678357
GERMANY,0.1,2013-09-01,2.5071708802623727
GERMANY,0.1,2013-10-01,2.5112828243289007
GERMANY,0.1,2013-11-01,2.418990298846939
GERMANY,0.1,2013-12-01,2.416693319997667
GERMANY,0.1,2014-01-01,2.352497562797331
GERMANY,0.1,2014-02-01,2.617085974277429
GERMANY,0.1,2014-03-01,2.5708871619881104
GERMANY,0.1,2014-04-01,2.5467902844605934
GERMANY,0.1,2014-05-01,2.682196649429014
GERMANY,0.1,2014-06-01,2.6735430247359746
GERMANY,0.1,2014-07-01,2.732437557326701
GERMANY,0.1,2014-08-01,2.720865615023029
GERMANY,0.1,2014-09-01,2.7458046999480517
GERMANY,0.1,2014-10-01,2.7965974739527386
GERMANY,0.1,2014-11-01,2.9676500906287497
GERMANY,0.1,2014-12-01,2.9662722215856236
GERMANY,0.1,2015-01-01,3.0865688746533912
GERMANY,0.1,2015-02-01,4.000651959164761
GERMANY,0.1,2015-03-01,3.814636413330028
GERMANY,0.1,2015-04-01,3.757927086810777
GERMANY,0.1,2015-05-01,3.5996207072661854
GERMANY,0.1,2015-06-01,3.594240284073559
GERMANY,0.1,2015-07-01,3.5581564817662796
GERMANY,0.1,2015-08-01,3.550992804897592
GERMANY,0.1,2015-09-01,3.5506769955608193
GERMANY,0.1,2015-10-01,3.447432810989177
GERMANY,0.1,2015-11-01,3.4663267049099913
GERMANY,0.1,2015-12-01,3.6776030712706698
GERMANY,0.1,2016-01-01,3.481169050799712
GERMANY,0.1,2016-02-01,3.2972297038330582
GERMANY,0.1,2016-03-01,3.2689621855327387
GERMANY,0.1,2016-04-01,3.2816561648914586
GERMANY,0.1,2016-05-01,3.279275928608416
GERMANY,0.1,2016-06-01,3.2161153235922577
GERMANY,0.1,2016-07-01,3.2309890033607473
GERMANY,0.1,2016-08-01,3.1851536756177645
GERMANY,0.1,2016-09-01,3.212903483673788
GERMANY,0.1,2016-10-01,3.2164334602693145
GERMANY,0.1,2016-11-01,3.2159367379153436
GERMANY,0.1,2016-12-01,3.257746286348362
GERMANY,0.1,2017-01-01,3.059153066525882
GERMANY,0.1,2017-02-01,3.2467803578979613
GERMANY,0.1,2017-03-01,3.227164910959427
GERMANY,0.1,2017-04-01,3.2080543768906202
GERMANY,0.1,2017-05-01,3.132647381750645
GERMANY,0.1,2017-06-01,3.1622622571653447
GERMANY,0.1,2017-07-01,3.125518958774234
GERMANY,0.1,2017-08-01,3.0482989847877517
GERMANY,0.1,2017-09-01,3.118495857569148
GERMANY,0.1,2017-10-01,3.166588017456278
GERMANY,0.1,2017-11-01,3.3838956353490026
GERMANY,0.1,2017-12-01,3.5618405116576914
GERMANY,0.1,2018-01-01,3.5144658052534745
GERMANY,0.1,2018-02-01,3.5399142866300886
GERMANY,0.1,2018-03-01,3.517911317221908
GERMANY,0.1,2018-04-01,3.4316452235526618
GERMANY,0.1,2018-05-01,3.417781239179179
GERMANY,0.1,2018-06-01,3.1301918777909767
GERMANY,0.1,2018-07-01,3.1711860535352328
GERMANY,0.1,2018-08-01,3.1536372411837568
GERMANY,0.1,2018-09-01,3.149473560805455
GERMANY,0.1,2018-10-01,3.1825353920596284
GERMANY,0.1,2018-11-01,3.180032985033544
GERMANY,0.1,2018-12-01,3.344954983175577
GERMANY,0.1,2019-01-01,3.3880312166206834
GERMANY,0.1,2019-02-01,3.643722748090881
GERMANY,0.1,2019-03-01,3.593252371206696
GERMANY,0.1,2019-04-01,3.5006980777067946
GERMANY,0.1,2019-05-01,3.258660610000404
GERMANY,0.1,2019-06-01,3.246516177793662
GERMANY,0.1,2019-07-01,3.2103534014086796
GERMANY,0.1,2019-08-01,3.0799848268392793
GERMANY,0.1,2019-09-01,3.4658620373297273
GERMANY,0.1,2019-10-01,3.48605261672945
GERMANY,0.1,2019-11-01,3.4950922889427325
GERMANY,0.1,2019-12-01,3.666406895022493
GERMANY,0.1,2020-01-01,3.6909927671146194
GERMANY,0.1,2020-02-01,3.6440684907568004
GERMANY,0.1,2020-03-01,3.670397602625733
GERMANY,0.1,2020-04-01,3.7688201621707975
GERMANY,0.1,2020-05-01,4.070291927701926
GERMANY,0.1,2020-06-01,4.088062099462908
GERMANY,0.1,2020-07-01,4.209455935665986
GERMANY,0.1,2020-08-01,3.6887144777058345
GERMANY,0.1,2020-09-01,3.7086932163455146
GERMANY,0.1,2020-10-01,3.6927652820634664
GERMANY,0.1,2020-11-01,3.7260004583202084
GERMANY,0.1,2020-12-01,3.7312399396651257
GERMANY,0.1,2021-01-01,3.709619438873575
GERMANY,0.1,2021-02-01,3.70382622059309
GERMANY,0.1,2021-03-01,3.4532911660177894
GERMANY,0.1,2021-04-01,3.0612672447403475
GERMANY,0.1,2021-05-01,3.1446773871664435
GERMANY,0.1,2021-06-01,3.5426511802399987
GERMANY,0.1,2021-07-01,3.61388527077485
GERMANY,0.1,2021-08-01,3.362575171995792
GERMANY,0.1,2021-09-01,3.8354083010940014
GERMANY,0.1,2021-10-01,3.9810889184481084
GERMANY,0.1,2021-11-01,3.6049735480823815
GERMANY,0.1,2021-12-01,4.321206815922229
GERMANY,0.1,2022-01-01,5.133831496423686
GERMANY,0.1,2022-02-01,4.689839510785218
GERMANY,0.1,2022-03-01,4.131343395060591
GERMANY,0.1,2022-04-01,2.667483490452768
GERMANY,0.1,2022-05-01,1.5745006270779398
GERMANY,0.1,2022-06-01,1.7400478046947305
GERMANY,0.1,2022-07-01,1.462578282362189
GERMANY,0.1,2022-08-01,1.5601746005451935
GERMANY,0.1,2022-09-01,1.5784203604616625
GERMANY,0.1,2022-10-01,1.7042527375794414
GERMANY,0.1,2022-11-01,3.3959040403860135
