country,form,target_col,train_n,train_mean,train_std,train_min,train_max,test_n,test_mean,test_std,test_min,test_max
USA,primary,USA_CPI,204,2.0977950932269183,1.2779876927233456,-1.9587610037622771,5.497512078341837,70,3.992613388100522,2.3588210878934297,0.1982013035848551,8.979361103105798
JAPAN,primary,JAPAN_CPI,215,0.021860465116279083,0.29120484338840724,-0.9000000000000057,2.0,70,0.17571428571428568,0.32634813557007136,-0.8000000000000114,0.8999999999999915
UK,primary,UK_CPI,215,0.1729917618605034,0.27993349065948275,-0.703167136368079,0.8762378078986048,63,0.359745613772866,0.4383049168202184,-0.39984059666953625,2.123222010577412
GERMANY,primary,GERMANY_CPI,215,0.10946046511627903,0.34079209291752877,-1.026210000000006,1.0001000000000033,63,0.34859682539682546,0.5257206635836111,-0.8434000000000026,2.214000000000013
USA,first_diff_secondary,USA_CPI,215,0.37641860465116284,0.6310043112164494,-3.842000000000013,2.700000000000017,70,0.9432,0.8730982413969448,-2.0440000000000396,3.658999999999992
