is_original,p,d,q,P,D,Q,s,n_params,aic,bic,hqic,llf,delta_aic_vs_original,converged,runtime_sec,error
True,2,0,3,2,0,2,12,10,61.75091332753935,97.3517749186688,76.17504289289988,-19.875456663769675,0.0,True,3.4034188999994512,
False,2,0,3,2,0,3,12,11,62.78109755575281,100.82690549621063,78.21228876055679,-19.390548777876404,1.0301842282134572,True,8.316735500000505,
False,2,0,3,1,0,3,12,10,61.54472101980285,96.42004496522252,75.6899796242065,-19.772360509901425,-0.20619230773650088,True,5.957870599999296,
False,2,0,3,0,0,3,12,9,72.25228590413823,103.95712585451975,85.11161190814155,-26.126142952069117,10.501372576598882,True,6.532811999999467,
False,2,0,3,2,1,3,12,11,106.62017189147389,143.81856902536427,121.72131626182414,-41.310085945736944,44.86925856393454,True,16.462579099999857,
False,3,0,3,2,0,3,12,12,66.38313622526911,107.59942816076509,83.10026003047342,-20.191568112634556,4.632222897729761,True,10.00463000000127,
False,2,0,4,2,0,3,12,12,68.54930730996725,109.69152497097294,85.23776257251413,-21.274653654983624,6.798393982427896,False,11.503759100000025,
False,1,0,3,2,0,3,12,10,64.12045814952799,98.99578209494766,78.26571675393164,-21.060229074764,2.36954482198864,True,5.682810899999822,
