country,form,alpha,log10_alpha,fold,train_start,train_end,val_start,val_end,n_train,n_val,train_mse,val_mse
UK,primary,1.0,0.0,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.02133493479799973,0.02131352010020595
UK,primary,3.1622776601683795,0.5,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.021554835856012863,0.020929366625304358
UK,primary,10.0,1.0,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.02204122880762971,0.020855229361778548
UK,primary,31.622776601683793,1.5,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.023666167357319315,0.022335555681152128
UK,primary,100.0,2.0,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.028725148110426132,0.027571862328124846
UK,primary,316.22776601683796,2.5,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.04075164566153861,0.038377171663758015
UK,primary,1000.0,3.0,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.057821642255661644,0.05145366222595966
GERMANY,primary,0.001,-3.0,0,2002-02-01,2005-05-01,2005-06-01,2008-04-01,40,35,5.496497525041138e-07,1.5310061870100533
GERMANY,primary,0.0031622776601683794,-2.5,0,2002-02-01,2005-05-01,2005-06-01,2008-04-01,40,35,4.493889138996666e-06,1.331851338352242
GERMANY,primary,0.01,-2.0,0,2002-02-01,2005-05-01,2005-06-01,2008-04-01,40,35,2.671925568363184e-05,0.9334909888627483
GERMANY,primary,0.03162277660168379,-1.5,0,2002-02-01,2005-05-01,2005-06-01,2008-04-01,40,35,9.45700923395563e-05,0.4703454937719755
GERMANY,primary,0.1,-1.0,0,2002-02-01,2005-05-01,2005-06-01,2008-04-01,40,35,0.00021433348632333721,0.22168145423575444
GERMANY,primary,0.31622776601683794,-0.5,0,2002-02-01,2005-05-01,2005-06-01,2008-04-01,40,35,0.00042648053948512386,0.16079255340778126
GERMANY,primary,1.0,0.0,0,2002-02-01,2005-05-01,2005-06-01,2008-04-01,40,35,0.000977803421096117,0.12839753241939383
GERMANY,primary,3.1622776601683795,0.5,0,2002-02-01,2005-05-01,2005-06-01,2008-04-01,40,35,0.0027451537793189208,0.09392161629962385
GERMANY,primary,10.0,1.0,0,2002-02-01,2005-05-01,2005-06-01,2008-04-01,40,35,0.00801672753180777,0.06267016948727519
GERMANY,primary,31.622776601683793,1.5,0,2002-02-01,2005-05-01,2005-06-01,2008-04-01,40,35,0.020843011121370967,0.0447704482525829
GERMANY,primary,100.0,2.0,0,2002-02-01,2005-05-01,2005-06-01,2008-04-01,40,35,0.04192321428794147,0.04795105982966048
GERMANY,primary,316.22776601683796,2.5,0,2002-02-01,2005-05-01,2005-06-01,2008-04-01,40,35,0.06296295621321361,0.06015978245709571
GERMANY,primary,1000.0,3.0,0,2002-02-01,2005-05-01,2005-06-01,2008-04-01,40,35,0.07573879799962613,0.06922464207282962
GERMANY,primary,0.001,-3.0,1,2002-02-01,2008-04-01,2008-05-01,2011-03-01,75,35,0.009404125707967441,1.2811162155089388
GERMANY,primary,0.0031622776601683794,-2.5,1,2002-02-01,2008-04-01,2008-05-01,2011-03-01,75,35,0.00943591837259108,1.3752085580227495
GERMANY,primary,0.01,-2.0,1,2002-02-01,2008-04-01,2008-05-01,2011-03-01,75,35,0.00955252236018882,1.5248780727099625
GERMANY,primary,0.03162277660168379,-1.5,1,2002-02-01,2008-04-01,2008-05-01,2011-03-01,75,35,0.009750014021975608,1.605078128217146
GERMANY,primary,0.1,-1.0,1,2002-02-01,2008-04-01,2008-05-01,2011-03-01,75,35,0.009977080534022182,1.4638236393864523
GERMANY,primary,0.31622776601683794,-0.5,1,2002-02-01,2008-04-01,2008-05-01,2011-03-01,75,35,0.01033300884384136,1.1024039531030747
GERMANY,primary,1.0,0.0,1,2002-02-01,2008-04-01,2008-05-01,2011-03-01,75,35,0.01100326538144095,0.6616834448401709
GERMANY,primary,3.1622776601683795,0.5,1,2002-02-01,2008-04-01,2008-05-01,2011-03-01,75,35,0.012469180564063565,0.31565771574709695
GERMANY,primary,10.0,1.0,1,2002-02-01,2008-04-01,2008-05-01,2011-03-01,75,35,0.015557892602372156,0.13299880150951512
GERMANY,primary,31.622776601683793,1.5,1,2002-02-01,2008-04-01,2008-05-01,2011-03-01,75,35,0.02197615372302127,0.06880291281697776
GERMANY,primary,100.0,2.0,1,2002-02-01,2008-04-01,2008-05-01,2011-03-01,75,35,0.03520381345209073,0.06549817946460153
GERMANY,primary,316.22776601683796,2.5,1,2002-02-01,2008-04-01,2008-05-01,2011-03-01,75,35,0.05366283996433299,0.08175267772826422
GERMANY,primary,1000.0,3.0,1,2002-02-01,2008-04-01,2008-05-01,2011-03-01,75,35,0.06798212688149201,0.09659843802511801
GERMANY,primary,0.001,-3.0,2,2002-02-01,2011-03-01,2011-04-01,2014-02-01,110,35,0.016775842444573374,0.030991222596001875
GERMANY,primary,0.0031622776601683794,-2.5,2,2002-02-01,2011-03-01,2011-04-01,2014-02-01,110,35,0.016801708186475618,0.030725989791316202
GERMANY,primary,0.01,-2.0,2,2002-02-01,2011-03-01,2011-04-01,2014-02-01,110,35,0.016933072558827852,0.030312108174819847
GERMANY,primary,0.03162277660168379,-1.5,2,2002-02-01,2011-03-01,2011-04-01,2014-02-01,110,35,0.01725770835320736,0.02989588800211304
GERMANY,primary,0.1,-1.0,2,2002-02-01,2011-03-01,2011-04-01,2014-02-01,110,35,0.017651982576852753,0.02905615438721127
GERMANY,primary,0.31622776601683794,-0.5,2,2002-02-01,2011-03-01,2011-04-01,2014-02-01,110,35,0.01815242371591242,0.02728086599851616
GERMANY,primary,1.0,0.0,2,2002-02-01,2011-03-01,2011-04-01,2014-02-01,110,35,0.01913593355866595,0.02570174817233993
GERMANY,primary,3.1622776601683795,0.5,2,2002-02-01,2011-03-01,2011-04-01,2014-02-01,110,35,0.020744937709976884,0.02685831585984254
GERMANY,primary,10.0,1.0,2,2002-02-01,2011-03-01,2011-04-01,2014-02-01,110,35,0.022851490785976585,0.03043490157038204
GERMANY,primary,31.622776601683793,1.5,2,2002-02-01,2011-03-01,2011-04-01,2014-02-01,110,35,0.026886072168546195,0.034717174402282655
GERMANY,primary,100.0,2.0,2,2002-02-01,2011-03-01,2011-04-01,2014-02-01,110,35,0.037344586457026,0.043728133891284146
GERMANY,primary,316.22776601683796,2.5,2,2002-02-01,2011-03-01,2011-04-01,2014-02-01,110,35,0.05570657484847861,0.05921033598794698
GERMANY,primary,1000.0,3.0,2,2002-02-01,2011-03-01,2011-04-01,2014-02-01,110,35,0.07293570898157864,0.07268022284897567
GERMANY,primary,0.001,-3.0,3,2002-02-01,2014-02-01,2014-03-01,2017-01-01,145,35,0.017718825649908482,0.11781779318627003
GERMANY,primary,0.0031622776601683794,-2.5,3,2002-02-01,2014-02-01,2014-03-01,2017-01-01,145,35,0.017727866126809703,0.11727813419892623
GERMANY,primary,0.01,-2.0,3,2002-02-01,2014-02-01,2014-03-01,2017-01-01,145,35,0.017781384131812194,0.11597971394200461
GERMANY,primary,0.03162277660168379,-1.5,3,2002-02-01,2014-02-01,2014-03-01,2017-01-01,145,35,0.017948238490800853,0.11351905279379415
GERMANY,primary,0.1,-1.0,3,2002-02-01,2014-02-01,2014-03-01,2017-01-01,145,35,0.018190778934815865,0.10917816832623818
GERMANY,primary,0.31622776601683794,-0.5,3,2002-02-01,2014-02-01,2014-03-01,2017-01-01,145,35,0.018474480116654778,0.10114773033921098
GERMANY,primary,1.0,0.0,3,2002-02-01,2014-02-01,2014-03-01,2017-01-01,145,35,0.018987324819742538,0.0885941133539827
GERMANY,primary,3.1622776601683795,0.5,3,2002-02-01,2014-02-01,2014-03-01,2017-01-01,145,35,0.02007337618780697,0.07463144308788598
GERMANY,primary,10.0,1.0,3,2002-02-01,2014-02-01,2014-03-01,2017-01-01,145,35,0.022050929142986418,0.06425677961615994
GERMANY,primary,31.622776601683793,1.5,3,2002-02-01,2014-02-01,2014-03-01,2017-01-01,145,35,0.025546444042479032,0.05891302852183364
GERMANY,primary,100.0,2.0,3,2002-02-01,2014-02-01,2014-03-01,2017-01-01,145,35,0.03404987037088203,0.06554035288093879
GERMANY,primary,316.22776601683796,2.5,3,2002-02-01,2014-02-01,2014-03-01,2017-01-01,145,35,0.05102092935360681,0.0972445030280246
GERMANY,primary,1000.0,3.0,3,2002-02-01,2014-02-01,2014-03-01,2017-01-01,145,35,0.06927039502978062,0.13656394658797366
GERMANY,primary,0.001,-3.0,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.022842109664786486,0.060594793051483936
GERMANY,primary,0.0031622776601683794,-2.5,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.02284554849608299,0.06049525208811133
GERMANY,primary,0.01,-2.0,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.02286906105476783,0.06025075717300418
GERMANY,primary,0.03162277660168379,-1.5,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.022962994678207536,0.05978579641417061
GERMANY,primary,0.1,-1.0,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.0231333002216913,0.05895532022142162
GERMANY,primary,0.31622776601683794,-0.5,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.023306007810315717,0.05725228709804572
GERMANY,primary,1.0,0.0,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.023536520446529135,0.054205780020645716
GERMANY,primary,3.1622776601683795,0.5,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.02407006730056675,0.05006059046602827
GERMANY,primary,10.0,1.0,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.02541698866169368,0.04649157438834439
GERMANY,primary,31.622776601683793,1.5,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.028556521479648093,0.047150226657881156
GERMANY,primary,100.0,2.0,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.03685230382595356,0.05914334518728138
GERMANY,primary,316.22776601683796,2.5,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.05516575604124634,0.09054757193968764
GERMANY,primary,1000.0,3.0,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.07816767108014337,0.13037414111530304
USA,first_diff_secondary,0.001,-3.0,0,2002-02-01,2005-05-01,2005-06-01,2008-04-01,40,35,0.0004438471538847439,31.068915739263698
USA,first_diff_secondary,0.0031622776601683794,-2.5,0,2002-02-01,2005-05-01,2005-06-01,2008-04-01,40,35,0.0019469083635647595,15.7310274755388
USA,first_diff_secondary,0.01,-2.0,0,2002-02-01,2005-05-01,2005-06-01,2008-04-01,40,35,0.0046600599617066365,5.344730801021031
USA,first_diff_secondary,0.03162277660168379,-1.5,0,2002-02-01,2005-05-01,2005-06-01,2008-04-01,40,35,0.007165279096787908,1.789930833336735
USA,first_diff_secondary,0.1,-1.0,0,2002-02-01,2005-05-01,2005-06-01,2008-04-01,40,35,0.009180957148929168,0.8995116575282281
USA,first_diff_secondary,0.31622776601683794,-0.5,0,2002-02-01,2005-05-01,2005-06-01,2008-04-01,40,35,0.01206307604609617,0.5720244807922532
USA,first_diff_secondary,1.0,0.0,0,2002-02-01,2005-05-01,2005-06-01,2008-04-01,40,35,0.01753326912645618,0.46890690417383446
USA,first_diff_secondary,3.1622776601683795,0.5,0,2002-02-01,2005-05-01,2005-06-01,2008-04-01,40,35,0.025748246206207935,0.46098060823467707
USA,first_diff_secondary,10.0,1.0,0,2002-02-01,2005-05-01,2005-06-01,2008-04-01,40,35,0.03696596575271423,0.4318647622301439
USA,first_diff_secondary,31.622776601683793,1.5,0,2002-02-01,2005-05-01,2005-06-01,2008-04-01,40,35,0.053502410633486486,0.40062582006290237
USA,first_diff_secondary,100.0,2.0,0,2002-02-01,2005-05-01,2005-06-01,2008-04-01,40,35,0.07745850715254635,0.41257023334245047
USA,first_diff_secondary,316.22776601683796,2.5,0,2002-02-01,2005-05-01,2005-06-01,2008-04-01,40,35,0.10412690361839447,0.45401632015021276
USA,first_diff_secondary,1000.0,3.0,0,2002-02-01,2005-05-01,2005-06-01,2008-04-01,40,35,0.12288434146667777,0.4887395015304524
USA,first_diff_secondary,0.001,-3.0,1,2002-02-01,2008-04-01,2008-05-01,2011-03-01,75,35,0.05112601692315442,13.63227998434575
USA,first_diff_secondary,0.0031622776601683794,-2.5,1,2002-02-01,2008-04-01,2008-05-01,2011-03-01,75,35,0.05117407279442966,12.062035914739674
USA,first_diff_secondary,0.01,-2.0,1,2002-02-01,2008-04-01,2008-05-01,2011-03-01,75,35,0.051474546363249524,8.865730921827373
USA,first_diff_secondary,0.03162277660168379,-1.5,1,2002-02-01,2008-04-01,2008-05-01,2011-03-01,75,35,0.05261012724826725,5.2185965928617195
USA,first_diff_secondary,0.1,-1.0,1,2002-02-01,2008-04-01,2008-05-01,2011-03-01,75,35,0.05526944320908913,3.5417725491713132
USA,first_diff_secondary,0.31622776601683794,-0.5,1,2002-02-01,2008-04-01,2008-05-01,2011-03-01,75,35,0.06015610247047352,3.1698071321573313
USA,first_diff_secondary,1.0,0.0,1,2002-02-01,2008-04-01,2008-05-01,2011-03-01,75,35,0.06784803448734074,2.424333668616405
USA,first_diff_secondary,3.1622776601683795,0.5,1,2002-02-01,2008-04-01,2008-05-01,2011-03-01,75,35,0.07933821559180029,1.3877265557567495
USA,first_diff_secondary,10.0,1.0,1,2002-02-01,2008-04-01,2008-05-01,2011-03-01,75,35,0.09638115614988856,0.8211807580957878
USA,first_diff_secondary,31.622776601683793,1.5,1,2002-02-01,2008-04-01,2008-05-01,2011-03-01,75,35,0.12420009145812096,0.6945900873128665
USA,first_diff_secondary,100.0,2.0,1,2002-02-01,2008-04-01,2008-05-01,2011-03-01,75,35,0.1702858796808109,0.7294866219207176
USA,first_diff_secondary,316.22776601683796,2.5,1,2002-02-01,2008-04-01,2008-05-01,2011-03-01,75,35,0.2272142351772439,0.8740286172691806
USA,first_diff_secondary,1000.0,3.0,1,2002-02-01,2008-04-01,2008-05-01,2011-03-01,75,35,0.2707672737826681,1.0177870689370692
USA,first_diff_secondary,0.001,-3.0,2,2002-02-01,2011-03-01,2011-04-01,2014-02-01,110,35,0.10914973545030807,4.722462620662112
USA,first_diff_secondary,0.0031622776601683794,-2.5,2,2002-02-01,2011-03-01,2011-04-01,2014-02-01,110,35,0.1091635390327329,4.777230259632734
USA,first_diff_secondary,0.01,-2.0,2,2002-02-01,2011-03-01,2011-04-01,2014-02-01,110,35,0.10922495463748239,4.80598608526916
USA,first_diff_secondary,0.03162277660168379,-1.5,2,2002-02-01,2011-03-01,2011-04-01,2014-02-01,110,35,0.10949065506742253,4.619719820229585
USA,first_diff_secondary,0.1,-1.0,2,2002-02-01,2011-03-01,2011-04-01,2014-02-01,110,35,0.11045599820026482,3.9230178687054367
USA,first_diff_secondary,0.31622776601683794,-0.5,2,2002-02-01,2011-03-01,2011-04-01,2014-02-01,110,35,0.11252868071044109,2.669971962908314
USA,first_diff_secondary,1.0,0.0,2,2002-02-01,2011-03-01,2011-04-01,2014-02-01,110,35,0.11607070143240113,1.382984622120598
USA,first_diff_secondary,3.1622776601683795,0.5,2,2002-02-01,2011-03-01,2011-04-01,2014-02-01,110,35,0.12449541641808139,0.597473192581683
USA,first_diff_secondary,10.0,1.0,2,2002-02-01,2011-03-01,2011-04-01,2014-02-01,110,35,0.14628292810733265,0.3053422507715402
USA,first_diff_secondary,31.622776601683793,1.5,2,2002-02-01,2011-03-01,2011-04-01,2014-02-01,110,35,0.18872983091649337,0.22637781239848143
USA,first_diff_secondary,100.0,2.0,2,2002-02-01,2011-03-01,2011-04-01,2014-02-01,110,35,0.2550618544939636,0.20438756045908618
USA,first_diff_secondary,316.22776601683796,2.5,2,2002-02-01,2011-03-01,2011-04-01,2014-02-01,110,35,0.34681602473596734,0.20226157889015364
USA,first_diff_secondary,1000.0,3.0,2,2002-02-01,2011-03-01,2011-04-01,2014-02-01,110,35,0.4426023788246258,0.20764365155729386
USA,first_diff_secondary,0.001,-3.0,3,2002-02-01,2014-02-01,2014-03-01,2017-01-01,145,35,0.10468996247461723,0.1697830313982109
USA,first_diff_secondary,0.0031622776601683794,-2.5,3,2002-02-01,2014-02-01,2014-03-01,2017-01-01,145,35,0.10472379894912125,0.1695348160998864
USA,first_diff_secondary,0.01,-2.0,3,2002-02-01,2014-02-01,2014-03-01,2017-01-01,145,35,0.10490479735181231,0.16861829041079138
USA,first_diff_secondary,0.03162277660168379,-1.5,3,2002-02-01,2014-02-01,2014-03-01,2017-01-01,145,35,0.10559139887029209,0.1663100268095752
USA,first_diff_secondary,0.1,-1.0,3,2002-02-01,2014-02-01,2014-03-01,2017-01-01,145,35,0.10760355054164315,0.16467669054550244
USA,first_diff_secondary,0.31622776601683794,-0.5,3,2002-02-01,2014-02-01,2014-03-01,2017-01-01,145,35,0.11106877903022527,0.1667741977461978
USA,first_diff_secondary,1.0,0.0,3,2002-02-01,2014-02-01,2014-03-01,2017-01-01,145,35,0.11475071973660406,0.16911715283169051
USA,first_diff_secondary,3.1622776601683795,0.5,3,2002-02-01,2014-02-01,2014-03-01,2017-01-01,145,35,0.1197277948626697,0.17035446908214727
USA,first_diff_secondary,10.0,1.0,3,2002-02-01,2014-02-01,2014-03-01,2017-01-01,145,35,0.1327332493126871,0.1757484594556892
USA,first_diff_secondary,31.622776601683793,1.5,3,2002-02-01,2014-02-01,2014-03-01,2017-01-01,145,35,0.1642118115521238,0.18520204757177314
USA,first_diff_secondary,100.0,2.0,3,2002-02-01,2014-02-01,2014-03-01,2017-01-01,145,35,0.21709717028255418,0.1988178731551308
USA,first_diff_secondary,316.22776601683796,2.5,3,2002-02-01,2014-02-01,2014-03-01,2017-01-01,145,35,0.2899106017465116,0.2253829377150104
USA,first_diff_secondary,1000.0,3.0,3,2002-02-01,2014-02-01,2014-03-01,2017-01-01,145,35,0.37027419859054533,0.2578961903637752
USA,first_diff_secondary,0.001,-3.0,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.10928581593008345,0.1816850735900808
USA,first_diff_secondary,0.0031622776601683794,-2.5,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.10930614000479398,0.18039244632237836
USA,first_diff_secondary,0.01,-2.0,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.10942569383073739,0.17708873279259896
USA,first_diff_secondary,0.03162277660168379,-1.5,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.1098526658240404,0.1700096721769561
USA,first_diff_secondary,0.1,-1.0,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.11102206371721361,0.15746664017925852
USA,first_diff_secondary,0.31622776601683794,-0.5,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.11377723793128107,0.14084360275271063
USA,first_diff_secondary,1.0,0.0,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.11778306023791668,0.12400518163721065
USA,first_diff_secondary,3.1622776601683795,0.5,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.12252361079965135,0.10943068363862765
USA,first_diff_secondary,10.0,1.0,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.13230862236482263,0.09704975496386734
USA,first_diff_secondary,31.622776601683793,1.5,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.1570103663219637,0.09227479485265037
USA,first_diff_secondary,100.0,2.0,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.19985193327614484,0.10006118223677098
USA,first_diff_secondary,316.22776601683796,2.5,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.2607302441588345,0.11444207887930512
USA,first_diff_secondary,1000.0,3.0,4,2002-02-01,2017-01-01,2017-02-01,2019-12-01,180,35,0.33364038706377425,0.12852751448309005
