p,d,q,P,D,Q,s,n_params,aic,bic,hqic,llf,converged,runtime_sec,error
0,0,2,2,0,2,12,7,-113.20671167265982,-86.82017274027552,-102.52848299839647,64.60335583632991,True,0.9437133999999787,
0,0,2,2,1,0,12,5,-82.40843242221082,-62.89479185393104,-74.50450022079022,47.20421621110541,True,0.41219029999956547,
0,0,2,2,1,1,12,6,-101.16708079549684,-78.40116679917043,-91.94582656050615,57.58354039774842,True,2.064142200000788,
0,0,2,2,1,2,12,7,-105.36479946353145,-79.47326376089185,-94.87452341599652,60.68239973176573,True,1.7385073000004923,
0,0,3,0,0,0,12,4,76.45525674896898,93.49111560626957,83.33251853140621,-33.22762837448449,True,0.0466087000004336,
0,0,3,0,0,1,12,5,-3.9785900990472314,16.132558701809167,4.150735684271499,7.989295049523616,True,0.12402119999933348,
0,0,3,0,0,2,12,6,-12.657922092103753,10.39521168096769,-3.3277231527972084,13.328961046051877,True,0.41084479999881296,
0,0,3,0,1,0,12,4,-36.1269172333171,-19.367626565936767,-29.352479080551493,23.06345861665855,True,0.09799799999927927,
0,0,3,0,1,1,12,5,-111.57890553542072,-91.81907658707377,-103.58159215887224,61.78945276771036,True,0.4036127999988821,
0,0,3,0,1,2,12,6,-108.02199555038118,-85.40423523239906,-98.8572703549687,61.01099777519059,True,0.8196162999993248,
0,0,3,1,0,0,12,5,-71.85146805415582,-51.62763988538984,-63.680107475420485,41.92573402707791,True,0.10782409999956144,
0,0,3,1,0,1,12,6,-114.74022923500988,-91.27722230067741,-105.25601582113802,64.37011461750494,True,0.24423100000058184,
0,0,3,1,0,2,12,7,-113.89181200307371,-87.54537340527777,-103.22872750100909,64.94590600153686,True,0.9181182000011177,
0,0,3,1,1,0,12,5,-65.69638873183823,-45.8171528575875,-57.65404374471034,38.84819436591911,True,0.19194920000154525,
0,0,3,1,1,1,12,6,-116.12752784045193,-93.0743940673805,-106.79732890114539,65.06376392022597,True,0.7817375000013271,
0,0,3,1,1,2,12,7,-108.27108387135706,-82.42221493652036,-97.79711221945709,62.13554193567853,True,1.6448311000003741,
0,0,3,2,0,0,12,6,-79.83640580126303,-56.64396394797052,-70.45366998294716,46.91820290063151,True,0.25094820000049367,
0,0,3,2,0,1,12,7,-117.98918394540749,-91.4835361130732,-107.26605729590365,66.99459197270374,True,0.8211673000005248,
0,0,3,2,0,2,12,8,-115.58132044420881,-85.94157702168837,-103.58535037938611,66.7906602221044,True,0.954706200000146,
0,0,3,2,1,0,12,6,-83.90651109773341,-61.140597101407,-74.68525686274272,48.95325554886671,True,0.5490774000008969,
0,0,3,2,1,1,12,7,-102.22387401626196,-76.20568659188892,-91.68529774770117,59.11193700813098,True,1.6329025999984879,
